uniprot_id,Reviewed,Gene Names,Organism,Length,pathogen,disease_name
Q9KKY0,reviewed,ppnP VC_A0970,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),95,vibrio_cholerae,Cholera
Q9KLR4,reviewed,napA VC_A0678,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),829,vibrio_cholerae,Cholera
Q9KLX6,reviewed,msrAB VC_A0615,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),378,vibrio_cholerae,Cholera
Q9KM69,reviewed,fruR cra VC_A0519,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),326,vibrio_cholerae,Cholera
Q9KMU6,reviewed,prtV VC_A0223,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),918,vibrio_cholerae,Cholera
Q9KMV8,reviewed,VC_A0210,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),522,vibrio_cholerae,Cholera
Q9KMX5,reviewed,nnr VC_A0191,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),494,vibrio_cholerae,Cholera
Q9KMY3,reviewed,hmp VC_A0183,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),394,vibrio_cholerae,Cholera
Q9KN42,reviewed,vgrG3 VC_A0123,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),1017,vibrio_cholerae,Cholera
Q9KNH7,reviewed,glmU VC_2762,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),453,vibrio_cholerae,Cholera
Q9KNI7,reviewed,add VC_2751,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),334,vibrio_cholerae,Cholera
Q9KNN1,reviewed,dsbD VC_2701,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),600,vibrio_cholerae,Cholera
Q9KNP2,reviewed,pfkA VC_2689,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),320,vibrio_cholerae,Cholera
Q9KNU5,reviewed,mrcA ponA VC_2635,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),825,vibrio_cholerae,Cholera
Q9KPC4,reviewed,pyrG VC_2448,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),545,vibrio_cholerae,Cholera
Q9KPC6,reviewed,cca VC_2446,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),403,vibrio_cholerae,Cholera
Q9KPH8,reviewed,carA VC_2390,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),379,vibrio_cholerae,Cholera
Q9KPH9,reviewed,carB VC_2389,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),1076,vibrio_cholerae,Cholera
Q9KPT5,reviewed,gpt VC_2277,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),154,vibrio_cholerae,Cholera
Q9KPZ7,reviewed,copA VC_2215,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),915,vibrio_cholerae,Cholera
Q9KQ22,reviewed,prs VC_2183,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),314,vibrio_cholerae,Cholera
Q9KQR7,reviewed,ydiU selO VC_1931,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),489,vibrio_cholerae,Cholera
Q9KQW9,reviewed,msbA VC_1878,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),582,vibrio_cholerae,Cholera
Q9KRB0,reviewed,aroA VC_1732,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),426,vibrio_cholerae,Cholera
Q9KRB2,reviewed,topA VC_1730,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),876,vibrio_cholerae,Cholera
Q9KRL4,reviewed,nspC VC_1623,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),387,vibrio_cholerae,Cholera
Q9KT58,reviewed,fadJ VC_1047,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),708,vibrio_cholerae,Cholera
Q9KTJ4,reviewed,gmhB VC_0908,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),186,vibrio_cholerae,Cholera
Q9KTK0,reviewed,queF VC_0902,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),281,vibrio_cholerae,Cholera
Q9KTK8,reviewed,thiI VC_0894,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),483,vibrio_cholerae,Cholera
Q9KTX3,reviewed,rlmN VC_0757,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),373,vibrio_cholerae,Cholera
Q9KTX4,reviewed,ndk VC_0756,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),142,vibrio_cholerae,Cholera
Q9KU37,reviewed,nagZ VC_0692,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),330,vibrio_cholerae,Cholera
Q9KU93,reviewed,shyC VC_0630,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),433,vibrio_cholerae,Cholera
Q9KUA9,reviewed,gspK VC_0614,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),294,vibrio_cholerae,Cholera
Q9KUC0,reviewed,mrcB ponB VC_0602,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),777,vibrio_cholerae,Cholera
Q9KUQ9,reviewed,VC_0456,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),200,vibrio_cholerae,Cholera
Q9KUY6,reviewed,alr1 VC_0372,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),361,vibrio_cholerae,Cholera
Q9KV27,reviewed,nudC VC_0331,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),269,vibrio_cholerae,Cholera
Q9KVC5,reviewed,mutM fpg VC_0221,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),269,vibrio_cholerae,Cholera
Q9KVD1,reviewed,coaBC VC_0215,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),399,vibrio_cholerae,Cholera
Q9KVE0,reviewed,murQ1 VC_0206,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),300,vibrio_cholerae,Cholera
Q9KVP9,reviewed,lexA VC_0092,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),209,vibrio_cholerae,Cholera
Q9KVT3,reviewed,aroE VC_0056,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),278,vibrio_cholerae,Cholera
Q9X4Q8,reviewed,nqrF VC_2290,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),408,vibrio_cholerae,Cholera
Q9X6N4,reviewed,murE VC_2406,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),495,vibrio_cholerae,Cholera
O34238,reviewed,murJ mviN VC_0680,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),525,vibrio_cholerae,Cholera
O34241,reviewed,dnaK VC_0855,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),635,vibrio_cholerae,Cholera
O34242,reviewed,dnaJ VC_0856,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),381,vibrio_cholerae,Cholera
O51804,reviewed,rpoS VC_0534,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),335,vibrio_cholerae,Cholera
O52042,reviewed,tonB VC_A0910,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),244,vibrio_cholerae,Cholera
O66108,reviewed,thyA VC_0675,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),283,vibrio_cholerae,Cholera
P0C6C2,reviewed,epd VC_0476,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),341,vibrio_cholerae,Cholera
P0C6C3,reviewed,flaA VC_2188,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),379,vibrio_cholerae,Cholera
P0C6C6,reviewed,flaD VC_2143,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),377,vibrio_cholerae,Cholera
P0C6C7,reviewed,flaE VC_2144,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),378,vibrio_cholerae,Cholera
P0C6D2,reviewed,cueR vvgR VC_0974,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),139,vibrio_cholerae,Cholera
P0C6D3,reviewed,vibB VC_0771,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),293,vibrio_cholerae,Cholera
P0C6D6,reviewed,tcpN toxT VC_0838,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),276,vibrio_cholerae,Cholera
P0C6D7,reviewed,aldA VC_0819,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),506,vibrio_cholerae,Cholera
P0C6D9,reviewed,tcpJ VC_0839,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),253,vibrio_cholerae,Cholera
P0C6E0,reviewed,nqrC VC_2293,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),257,vibrio_cholerae,Cholera
P0C6E1,reviewed,pepA VC_2501,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),503,vibrio_cholerae,Cholera
P0C6P9,reviewed,tpx tagD VC_0824,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),164,vibrio_cholerae,Cholera
P0C6Q1,reviewed,gltX VC_2214,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),474,vibrio_cholerae,Cholera
P0C6Q2,reviewed,viuB VC_2210,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),271,vibrio_cholerae,Cholera
P0C6Q3,reviewed,pgk VC_0477,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),387,vibrio_cholerae,Cholera
P0C6Q7,reviewed,tagA VC_0820,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),1002,vibrio_cholerae,Cholera
P0C6Q8,reviewed,dam VC_2626,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),277,vibrio_cholerae,Cholera
P0C6R1,reviewed,viuA VC_2211,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),687,vibrio_cholerae,Cholera
P15795,reviewed,toxR VC_0984,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),294,vibrio_cholerae,Cholera
P22359,reviewed,htpG VC_0985,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),635,vibrio_cholerae,Cholera
P24153,reviewed,hap VC_A0865,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),609,vibrio_cholerae,Cholera
P29480,reviewed,tcpT VC_0835,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),503,vibrio_cholerae,Cholera
P29485,reviewed,tcpP VC_0826,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),221,vibrio_cholerae,Cholera
P32557,reviewed,dsbA tpcG VC_0034,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),200,vibrio_cholerae,Cholera
P45383,reviewed,recA VC_0543,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),354,vibrio_cholerae,Cholera
P45774,reviewed,epsH VC_2729,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),194,vibrio_cholerae,Cholera
P45775,reviewed,epsI VC_2728,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),117,vibrio_cholerae,Cholera
P45776,reviewed,epsJ VC_2727,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),221,vibrio_cholerae,Cholera
P45777,reviewed,epsC VC_2734,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),305,vibrio_cholerae,Cholera
P45780,reviewed,epsF VC_2731,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),406,vibrio_cholerae,Cholera
P45781,reviewed,epsK VC_2726,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),336,vibrio_cholerae,Cholera
P45782,reviewed,epsL VC_2725,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),407,vibrio_cholerae,Cholera
P50529,reviewed,sthA udhA VC_0151,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),466,vibrio_cholerae,Cholera
P52021,reviewed,rnhB VC_2246,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),206,vibrio_cholerae,Cholera
P57066,reviewed,lolD VC_1883,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),228,vibrio_cholerae,Cholera
Q06951,reviewed,rfbB VC_0242,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),463,vibrio_cholerae,Cholera
Q08790,reviewed,blc vlp vlpA VC_A0317,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),171,vibrio_cholerae,Cholera
Q56632,reviewed,vibA VC_0774,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),262,vibrio_cholerae,Cholera
Q56648,reviewed,alaS VC_0545,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),860,vibrio_cholerae,Cholera
Q56652,reviewed,lamB ompS VC_A1028,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),412,vibrio_cholerae,Cholera
Q84I33,reviewed,ftsK VC_1903,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),960,vibrio_cholerae,Cholera
Q9F854,reviewed,hisD VC_1133,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),431,vibrio_cholerae,Cholera
Q9F855,reviewed,rluE VC_1140,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),241,vibrio_cholerae,Cholera
Q9K2Y1,reviewed,tolC VC_2436,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),438,vibrio_cholerae,Cholera
Q9KKJ5,reviewed,tmcA VC_A1112,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),708,vibrio_cholerae,Cholera
Q9KKM4,reviewed,pdxH VC_A1079,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),211,vibrio_cholerae,Cholera
Q9KKP2,reviewed,ribB VC_A1060,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),218,vibrio_cholerae,Cholera
Q9KKQ7,reviewed,mtlA VC_A1045,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),649,vibrio_cholerae,Cholera
Q9KKS5,reviewed,nagB VC_A1025,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),266,vibrio_cholerae,Cholera
Q9KKW6,reviewed,lldD VC_A0984,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),378,vibrio_cholerae,Cholera
Q9KKZ4,reviewed,vdcA VC_A0956,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),339,vibrio_cholerae,Cholera
Q9KL04,reviewed,malK VC_A0946,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),373,vibrio_cholerae,Cholera
Q9KL20,reviewed,rlmC rumB VC_A0929,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),375,vibrio_cholerae,Cholera
Q9KL24,reviewed,pyrC VC_A0925,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),342,vibrio_cholerae,Cholera
Q9KL34,reviewed,hmuV hutD VC_A0915,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),259,vibrio_cholerae,Cholera
Q9KL40,reviewed,hutX VC_A0908,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),193,vibrio_cholerae,Cholera
Q9KL62,reviewed,tdh VC_A0885,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),343,vibrio_cholerae,Cholera
Q9KL83,reviewed,volA VC_A0863,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),796,vibrio_cholerae,Cholera
Q9KLC2,reviewed,ectB VC_A0824,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),411,vibrio_cholerae,Cholera
Q9KLC6,reviewed,groEL2 groL2 VC_A0820,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),530,vibrio_cholerae,Cholera
Q9KLC7,reviewed,groES2 groS2 VC_A0819,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),96,vibrio_cholerae,Cholera
Q9KLD1,reviewed,speA VC_A0815,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),640,vibrio_cholerae,Cholera
Q9KLG0,reviewed,fabV2 VC_A0784,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),402,vibrio_cholerae,Cholera
Q9KLJ3,reviewed,fabH2 VC_A0751,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),362,vibrio_cholerae,Cholera
Q9KLJ9,reviewed,glpK VC_A0744,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),505,vibrio_cholerae,Cholera
Q9KLK7,reviewed,luxQ VC_A0736,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),857,vibrio_cholerae,Cholera
Q9KLL9,reviewed,modC VC_A0724,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),366,vibrio_cholerae,Cholera
Q9KLP4,reviewed,glgC2 VC_A0699,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),407,vibrio_cholerae,Cholera
Q9KLQ5,reviewed,fbpC VC_A0687,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),351,vibrio_cholerae,Cholera
Q9KLW7,reviewed,tkt2 VC_A0624,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),664,vibrio_cholerae,Cholera
Q9KLX5,reviewed,folE VC_A0616,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),217,vibrio_cholerae,Cholera
Q9KLY5,reviewed,phnX VC_A0606,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),271,vibrio_cholerae,Cholera
Q9KM17,reviewed,ddl VC_A0572,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),334,vibrio_cholerae,Cholera
Q9KM23,reviewed,vxrB VC_A0566,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),245,vibrio_cholerae,Cholera
Q9KM62,reviewed,clcA VC_A0526,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),468,vibrio_cholerae,Cholera
Q9KM65,reviewed,cqsA VC_A0523,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),389,vibrio_cholerae,Cholera
Q9KM66,reviewed,cqsS VC_A0522,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),686,vibrio_cholerae,Cholera
Q9KM67,reviewed,sbcC VC_A0521,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),1013,vibrio_cholerae,Cholera
Q9KM70,reviewed,fruB VC_A0518,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),400,vibrio_cholerae,Cholera
Q9KM71,reviewed,fruk VC_A0517,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),317,vibrio_cholerae,Cholera
Q9KM72,reviewed,fruA VC_A0516,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),580,vibrio_cholerae,Cholera
Q9KM76,reviewed,nrdG VC_A0512,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),155,vibrio_cholerae,Cholera
Q9KMN7,reviewed,thrS VC_A0287,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),642,vibrio_cholerae,Cholera
Q9KMP4,reviewed,glyA2 VC_A0278,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),435,vibrio_cholerae,Cholera
Q9KMQ9,reviewed,copI cot VC_A0261/VC_A0260,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),169,vibrio_cholerae,Cholera
Q9KMT5,reviewed,ackA2 VC_A0235,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),397,vibrio_cholerae,Cholera
Q9KMW1,reviewed,nadE VC_A0207,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),276,vibrio_cholerae,Cholera
Q9KMW9,reviewed,guaC VC_A0197,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),347,vibrio_cholerae,Cholera
Q9KMY6,reviewed,pepT VC_A0180,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),410,vibrio_cholerae,Cholera
Q9KN16,reviewed,def2 VC_A0150,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),168,vibrio_cholerae,Cholera
Q9KN37,reviewed,rbsA VC_A0128,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),500,vibrio_cholerae,Cholera
Q9KN38,reviewed,rbsD VC_A0127,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),139,vibrio_cholerae,Cholera
Q9KN41,reviewed,tsiV3 VC_A0124,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),122,vibrio_cholerae,Cholera
Q9KN92,reviewed,pstB2 VC_A0073,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),251,vibrio_cholerae,Cholera
Q9KNA8,reviewed,phrA VcPhr VC_A0057,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),469,vibrio_cholerae,Cholera
Q9KNB2,reviewed,deoD2 VC_A0053,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),236,vibrio_cholerae,Cholera
Q9KNC3,reviewed,VC_A0042,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),252,vibrio_cholerae,Cholera
Q9KNC5,reviewed,VC_A0040,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),308,vibrio_cholerae,Cholera
Q9KNE5,reviewed,vasX VC_A0020,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),1085,vibrio_cholerae,Cholera
Q9KNE8,reviewed,glgB VC_A0015/VC_A0016,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),729,vibrio_cholerae,Cholera
Q9KNF3,reviewed,malT VC_A0011,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),902,vibrio_cholerae,Cholera
Q9KNH0,reviewed,atpE VC_2769,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),85,vibrio_cholerae,Cholera
Q9KNH3,reviewed,atpA VC_2766,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),513,vibrio_cholerae,Cholera
Q9KNH5,reviewed,atpD VC_2764,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),467,vibrio_cholerae,Cholera
Q9KNH6,reviewed,atpC VC_2763,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),140,vibrio_cholerae,Cholera
Q9KNI0,reviewed,fadA VC_2759,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),387,vibrio_cholerae,Cholera
Q9KNJ2,reviewed,glnAv VC_2746,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),469,vibrio_cholerae,Cholera
Q9KNJ7,reviewed,dtd VC_2741,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),144,vibrio_cholerae,Cholera
Q9KNK0,reviewed,pckA VC_2738,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),542,vibrio_cholerae,Cholera
Q9KNL4,reviewed,bioH VC_2718,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),255,vibrio_cholerae,Cholera
Q9KNM2,reviewed,spoT VC_2710,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),705,vibrio_cholerae,Cholera
Q9KNM3,reviewed,rpoZ VC_2709,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),90,vibrio_cholerae,Cholera
Q9KNM4,reviewed,gmk VC_2708,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),207,vibrio_cholerae,Cholera
Q9KNM9,reviewed,nhaP2 cvrA VC_2703,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),581,vibrio_cholerae,Cholera
Q9KNQ6,reviewed,hslV VC_2675,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),185,vibrio_cholerae,Cholera
Q9KNR1,reviewed,tpiA VC_2670,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),257,vibrio_cholerae,Cholera
Q9KNR6,reviewed,groES1 groS1 VC_2665,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),96,vibrio_cholerae,Cholera
Q9KNR7,reviewed,groEL1 groL1 VC_2664,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),544,vibrio_cholerae,Cholera
Q9KNS6,reviewed,epmA yjeA VC_2655,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),324,vibrio_cholerae,Cholera
Q9KNT0,reviewed,gpsA VC_2651,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),344,vibrio_cholerae,Cholera
Q9KNT4,reviewed,ppc VC_2646,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),876,vibrio_cholerae,Cholera
Q9KNT5,reviewed,argE VC_2645,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),378,vibrio_cholerae,Cholera
Q9KNT6,reviewed,argC VC_2644,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),333,vibrio_cholerae,Cholera
Q9KNT7,reviewed,argB VC_2643,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),262,vibrio_cholerae,Cholera
Q9KNT8,reviewed,argG VC_2642,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),404,vibrio_cholerae,Cholera
Q9KNV1,reviewed,aroK VC_2629,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),174,vibrio_cholerae,Cholera
