drugbank_id,disease,label
DB00470,obsessive-compulsive disorder,1
DB06212,fanconi anemia,0
DB01009,neuroblastoma,0
DB00871,noonan syndrome,1
DB13132,common variable immunodeficiency,0
DB01275,disseminated intravascular coagulation,0
DB00043,hypertriglyceridemia,0
DB00152,costello syndrome,1
DB00678,tuberculosis,0
DB00934,crohn disease,0
DB04839,gout,0
DB09512,hypospadias,0
DB08885,multiple sclerosis,0
DB00593,costello syndrome,0
DB00316,cystic fibrosis,0
DB00393,q fever,1
DB00981,q fever,1
DB00233,tuberculosis,1
DB09130,vitiligo,0
DB14217,common variable immunodeficiency,0
DB06216,optic atrophy,0
DB01176,costello syndrome,0
DB11701,disseminated intravascular coagulation,0
DB11620,coronary artery disease,0
DB01001,hypoplastic left heart syndrome,1
DB06043,osteoporosis-pseudoglioma syndrome,0
DB11677,optic atrophy,0
DB01206,long qt syndrome,0
DB00186,hirschsprung disease,1
DB00803,lymphangioleiomyomatosis,0
DB14985,noonan syndrome,0
DB06626,diabetic retinopathy,0
DB01174,mitochondrial complex iii deficiency,1
DB01327,neuroblastoma,0
DB00252,malaria,0
DB01119,hypertriglyceridemia,1
DB00349,noonan syndrome,1
DB09016,barrett esophagus,0
DB00325,fanconi anemia,0
DB00741,hypertriglyceridemia,0
DB06738,costello syndrome,1
DB05679,psoriasis,1
DB05232,atherosclerosis,0
DB05271,diabetic retinopathy,0
DB00633,nephrotic syndrome,0
DB01259,multiple myeloma,0
DB16145,neuroblastoma,0
DB06558,osteoporosis-pseudoglioma syndrome,1
DB01156,graves disease,0
DB01118,multiple myeloma,0
DB00344,neural tube defects,0
DB00203,parkinson disease,1
DB01269,dengue,0
DB00338,fanconi anemia,0
DB00532,marfan syndrome,0
DB00565,leber congenital amaurosis,0
DB00168,crohn disease,0
DB13608,huntington disease,0
DB13551,osteoporosis,0
DB08903,atypical hemolytic uremic syndrome,0
DB00541,atypical hemolytic uremic syndrome,1
DB15660,hypotrichosis,0
DB00604,osteoporosis-pseudoglioma syndrome,1
DB13867,lupus nephritis,1
DB01029,parkinson disease,0
DB11124,holoprosencephaly,0
DB01093,intervertebral disc disease,0
DB06215,common variable immunodeficiency,0
DB00727,narcolepsy,0
DB04897,hyperprolactinemia,0
DB01083,noonan syndrome,1
DB00541,lupus nephritis,1
DB07565,hypoplastic left heart syndrome,0
DB01165,atypical hemolytic uremic syndrome,0
DB00207,tuberculosis,0
DB15271,cryptorchidism,0
DB00763,neural tube defects,0
DB09019,atypical hemolytic uremic syndrome,0
DB00227,costello syndrome,0
DB05088,glaucoma,0
DB03849,lymphangioleiomyomatosis,0
DB11093,atypical hemolytic uremic syndrome,0
DB00398,nephrotic syndrome,0
DB00707,graves disease,0
DB06216,noonan syndrome,0
DB01076,atherosclerosis,1
DB00808,crohn disease,1
DB08804,hypoplastic left heart syndrome,0
DB09350,neural tube defects,1
DB14740,malaria,0
DB09068,hypoplastic left heart syndrome,0
DB00910,sarcoidosis,0
DB01005,sarcoidosis,0
DB00883,idiopathic pulmonary fibrosis,1
DB04846,hypoplastic left heart syndrome,1
DB00376,breast cancer,0
DB14533,rhabdomyosarcoma,0
DB00700,celiac disease,0
DB00715,osteoporosis-pseudoglioma syndrome,1
DB00848,neuroblastoma,0
DB15718,myasthenia gravis,0
DB01390,osteoporosis-pseudoglioma syndrome,1
DB01072,malaria,0
DB00200,marfan syndrome,0
DB15043,diabetic retinopathy,0
DB11132,intervertebral disc disease,0
DB00268,osteoporosis-pseudoglioma syndrome,1
DB00748,glioma,0
DB01337,retinitis pigmentosa,0
DB13284,burkitt lymphoma,0
DB01215,diabetic retinopathy,0
DB11757,parkinson disease,1
DB09235,malaria,0
DB01164,multiple sclerosis,0
DB01234,disseminated intravascular coagulation,0
DB00679,asthma,0
DB11791,breast cancer,1
DB00715,idiopathic pulmonary fibrosis,0
DB11118,long qt syndrome,0
DB00455,medulloblastoma,0
DB06154,atherosclerosis,1
DB01032,sarcoidosis,0
DB00182,optic atrophy,0
DB01033,hypoplastic left heart syndrome,1
DB00165,marfan syndrome,0
DB06272,hypospadias,0
DB09570,rhabdomyosarcoma,0
DB00848,multiple sclerosis,1
DB12553,marfan syndrome,0
DB11620,obsessive-compulsive disorder,1
DB00408,diabetic retinopathy,0
DB00502,frontotemporal lobar degeneration,0
DB00685,sarcoidosis,0
DB00591,celiac disease,0
DB00752,coronary artery disease,0
DB00983,narcolepsy,0
DB06650,prader-willi syndrome,0
DB08838,hypospadias,0
DB06824,multiple myeloma,0
DB00158,meningioma,1
DB11626,nephrotic syndrome,0
DB14512,coronary artery disease,0
DB08888,multiple sclerosis,0
DB00559,hypoplastic left heart syndrome,1
DB01032,glaucoma,0
DB00996,idiopathic pulmonary fibrosis,0
DB06448,osteoporosis,0
DB00565,obsessive-compulsive disorder,0
DB00122,hypertriglyceridemia,1
DB00725,frontotemporal lobar degeneration,0
DB06603,common variable immunodeficiency,0
DB00742,osteoporosis-pseudoglioma syndrome,0
DB00563,glioma,1
DB00338,hirschsprung disease,1
DB08844,myasthenia gravis,0
DB06155,huntington disease,0
DB00997,rhabdomyosarcoma,1
DB01003,narcolepsy,0
DB00675,glioma,1
DB06016,leber congenital amaurosis,0
DB01030,breast cancer,1
DB00001,lupus nephritis,0
DB00966,coronary artery disease,1
DB15900,atherosclerosis,0
DB01222,multiple sclerosis,0
DB11714,hirschsprung disease,0
DB00158,hypospadias,1
DB01092,hypoplastic left heart syndrome,1
DB01204,cryptorchidism,0
DB00936,huntington disease,0
DB01306,rhabdomyosarcoma,0
DB01041,breast cancer,1
DB00399,obsessive-compulsive disorder,1
DB00404,hypoplastic left heart syndrome,1
DB00783,optic atrophy,1
DB00040,asthma,0
DB09526,hirschsprung disease,1
DB02925,narcolepsy,0
DB01097,cryptorchidism,0
DB11770,dengue,0
DB00712,hirschsprung disease,0
DB00819,osteoporosis-pseudoglioma syndrome,0
DB09228,crohn disease,0
DB06809,glaucoma,0
DB01214,graves disease,0
DB14509,obsessive-compulsive disorder,1
DB01274,dyskeratosis congenita,0
DB01390,sarcoidosis,1
DB00635,hypoplastic left heart syndrome,1
DB00464,leishmaniasis,0
DB00588,long qt syndrome,0
DB08820,sarcoidosis,0
DB11124,long qt syndrome,0
DB01183,glioma,0
DB13249,noonan syndrome,0
DB08879,prader-willi syndrome,0
DB09267,leishmaniasis,0
DB08822,common variable immunodeficiency,0
DB04953,myopia,0
DB01181,osteosarcoma,1
DB11074,cryptorchidism,0
DB08868,lupus nephritis,0
DB01008,medulloblastoma,1
DB00051,crohn disease,1
DB01115,coronary artery disease,1
DB00475,narcolepsy,0
DB00275,crohn disease,1
DB01276,burkitt lymphoma,0
DB00528,burkitt lymphoma,0
DB00829,idiopathic pulmonary fibrosis,0
DB00881,common variable immunodeficiency,0
DB00736,hirschsprung disease,1
DB11834,dyskeratosis congenita,0
DB14811,multiple myeloma,1
DB12161,meningioma,0
DB00528,vitiligo,0
DB06685,narcolepsy,0
DB00678,multiple sclerosis,1
DB00810,parkinson disease,1
DB00290,nephrotic syndrome,0
DB11082,medulloblastoma,0
DB00492,cystic fibrosis,1
DB00549,hypospadias,0
DB09029,idiopathic pulmonary fibrosis,0
DB11964,frontotemporal lobar degeneration,0
DB00104,hypertriglyceridemia,0
DB11771,myopia,0
DB00227,atherosclerosis,1
DB06643,gout,0
DB00495,frontotemporal lobar degeneration,0
DB11703,frontotemporal lobar degeneration,0
DB00926,coronary artery disease,1
DB00413,intervertebral disc disease,1
DB00396,myopia,0
DB01166,hypoplastic left heart syndrome,1
DB00838,glioma,0
DB13941,cholangiocarcinoma,0
DB01129,cataract,0
DB00315,marfan syndrome,0
DB05679,crohn disease,1
DB06334,burkitt lymphoma,1
DB00764,lupus nephritis,1
DB00529,osteoporosis,0
DB01262,holoprosencephaly,0
DB06637,cataract,0
DB00547,myasthenia gravis,0
DB05105,fanconi anemia,0
DB08899,diabetic retinopathy,0
DB00897,multiple myeloma,0
DB00552,multiple myeloma,1
DB00999,hypoplastic left heart syndrome,1
DB01397,breast cancer,0
DB06824,psoriasis,1
DB09248,marfan syndrome,0
DB01261,cystic fibrosis,1
DB16165,nephrotic syndrome,0
DB08806,myasthenia gravis,0
DB05383,atherosclerosis,0
DB09269,disseminated intravascular coagulation,0
DB15227,medulloblastoma,0
DB11118,crohn disease,0
DB08869,leishmaniasis,0
DB01212,intervertebral disc disease,1
DB00970,rhabdomyosarcoma,1
DB01783,crohn disease,0
DB00412,idiopathic pulmonary fibrosis,1
DB09269,tuberculosis,0
DB06412,hypoplastic left heart syndrome,1
DB01213,osteosarcoma,0
DB00394,prader-willi syndrome,0
DB13399,malaria,0
DB00714,crohn disease,1
DB13931,atypical hemolytic uremic syndrome,0
DB08904,cryptorchidism,0
DB00521,noonan syndrome,0
DB13399,mitochondrial complex iii deficiency,0
DB00544,barrett esophagus,1
DB12020,obsessive-compulsive disorder,0
DB08813,cataract,0
DB01408,multiple myeloma,0
DB01421,malaria,0
DB00745,costello syndrome,1
DB09069,asthma,0
DB12975,celiac disease,0
DB01205,myopia,0
DB00148,cryptorchidism,0
DB01064,asthma,0
DB00612,hypoplastic left heart syndrome,1
DB00855,dengue,0
DB00427,coronary artery disease,0
DB13608,disseminated intravascular coagulation,0
DB00287,lupus nephritis,0
DB09076,asthma,1
DB00966,crohn disease,1
DB12479,nephrotic syndrome,0
DB01033,meningioma,0
DB06554,barrett esophagus,0
DB01595,idiopathic pulmonary fibrosis,0
DB00889,cryptorchidism,0
DB01039,fanconi anemia,0
DB06273,lupus nephritis,0
DB01026,q fever,1
DB00884,crohn disease,0
DB00545,long qt syndrome,0
DB08806,costello syndrome,1
DB15825,hypotrichosis,0
DB09029,tuberculosis,0
DB00059,asthma,0
DB06536,glaucoma,0
DB00203,atherosclerosis,1
DB00437,holoprosencephaly,0
DB05812,malaria,0
DB09256,narcolepsy,0
DB05134,lupus nephritis,0
DB11834,hypoplastic left heart syndrome,0
DB01230,multiple sclerosis,1
DB00475,costello syndrome,1
DB13178,hypospadias,0
DB15825,sarcoidosis,0
DB00449,atypical hemolytic uremic syndrome,0
DB00563,osteosarcoma,1
DB12017,dyskeratosis congenita,0
DB08846,hypotrichosis,0
DB00332,hirschsprung disease,1
DB00448,diabetic retinopathy,0
DB01590,q fever,0
DB00915,noonan syndrome,0
DB06822,leishmaniasis,0
DB00419,noonan syndrome,0
DB00628,burkitt lymphoma,0
DB01009,disseminated intravascular coagulation,0
DB01420,cryptorchidism,1
DB13387,fanconi anemia,1
DB11682,fanconi anemia,1
DB00387,retinitis pigmentosa,0
DB06458,dengue,0
DB09029,obsessive-compulsive disorder,0
DB00226,hypoplastic left heart syndrome,0
DB00719,noonan syndrome,0
DB00376,multiple sclerosis,0
DB00360,narcolepsy,0
DB00334,retinitis pigmentosa,0
DB00207,holoprosencephaly,0
DB01599,parkinson disease,0
DB00387,meningioma,0
DB00570,rhabdomyosarcoma,1
DB01037,nephrotic syndrome,0
DB06334,neural tube defects,0
DB05057,multiple myeloma,0
DB00871,osteosarcoma,0
DB00201,vitiligo,0
DB00362,holoprosencephaly,0
DB09274,medulloblastoma,0
DB00681,parkinson disease,1
DB06401,hypertriglyceridemia,0
DB00982,huntington disease,0
DB06812,barrett esophagus,0
DB00205,optic atrophy,0
DB00859,parkinson disease,1
DB00794,multiple myeloma,0
DB00910,cholangiocarcinoma,0
DB01394,cryptorchidism,0
DB14184,atherosclerosis,0
DB08860,celiac disease,0
DB11988,glaucoma,0
DB06724,multiple myeloma,0
DB00366,huntington disease,0
DB00363,atherosclerosis,0
DB11938,leishmaniasis,0
DB00778,fanconi anemia,1
DB09320,meningioma,0
DB14210,dyskeratosis congenita,0
DB00928,multiple myeloma,1
DB00921,sarcoidosis,0
DB01373,leber congenital amaurosis,0
DB09075,celiac disease,0
DB09395,frontotemporal lobar degeneration,0
DB00795,q fever,0
DB00927,q fever,0
DB00482,atherosclerosis,0
DB08903,frontotemporal lobar degeneration,0
DB15874,crohn disease,0
DB01349,crohn disease,1
DB09272,hirschsprung disease,0
DB09210,diabetic retinopathy,0
DB00854,vitiligo,0
DB08900,leishmaniasis,0
DB12161,burkitt lymphoma,0
DB00578,lupus nephritis,0
DB01203,myopia,0
DB00968,holoprosencephaly,0
DB00297,marfan syndrome,0
DB03404,cystic fibrosis,1
DB05229,psoriasis,0
DB00637,crohn disease,0
DB00449,graves disease,0
DB00413,vitiligo,0
DB01024,hypotrichosis,0
DB12017,malaria,0
DB01022,mitochondrial complex iii deficiency,1
DB00162,cataract,1
DB13435,narcolepsy,0
DB04835,vitiligo,0
DB06698,graves disease,0
DB14644,holoprosencephaly,0
DB01029,hypoplastic left heart syndrome,1
DB00176,osteoporosis-pseudoglioma syndrome,1
DB15227,neuroblastoma,0
DB01156,obsessive-compulsive disorder,1
DB11635,huntington disease,0
DB00788,glaucoma,0
DB00401,huntington disease,0
DB11761,gout,0
DB11640,nephrotic syndrome,0
DB01247,nephrotic syndrome,0
DB09477,sarcoidosis,0
DB06215,hypoplastic left heart syndrome,0
DB11964,myopia,0
DB00297,neuroblastoma,0
DB00593,tuberculosis,0
DB00343,crohn disease,1
DB01281,burkitt lymphoma,0
DB00145,osteoporosis,0
DB09108,hypotrichosis,0
DB09075,fanconi anemia,0
DB04900,celiac disease,0
DB00956,cystic fibrosis,0
DB00972,neuroblastoma,0
DB00380,cryptorchidism,0
DB00780,coronary artery disease,0
DB04145,lymphangioleiomyomatosis,0
DB11986,osteoporosis-pseudoglioma syndrome,0
DB14539,crohn disease,1
DB06287,crohn disease,1
DB01176,hypotrichosis,0
DB00208,hypertriglyceridemia,0
DB00332,neuroblastoma,0
DB13873,lupus nephritis,0
DB01366,cholangiocarcinoma,0
DB00997,myopia,0
DB00401,prader-willi syndrome,0
DB00334,rhabdomyosarcoma,0
DB00947,breast cancer,1
DB00627,burkitt lymphoma,0
DB01039,cystic fibrosis,1
DB01545,glaucoma,0
DB06810,rhabdomyosarcoma,1
DB00448,meningioma,0
DB05812,cholangiocarcinoma,0
DB00472,crohn disease,1
DB11963,multiple myeloma,0
DB08808,atypical hemolytic uremic syndrome,0
DB01224,obsessive-compulsive disorder,1
DB01074,q fever,0
DB00153,lupus nephritis,0
DB00809,cholangiocarcinoma,0
DB06228,holoprosencephaly,0
DB01590,multiple myeloma,1
DB01409,hypotrichosis,0
DB00775,leber congenital amaurosis,0
DB01142,vitiligo,0
DB05018,retinitis pigmentosa,0
DB01141,breast cancer,0
DB08899,marfan syndrome,0
DB00591,psoriasis,1
DB00464,glioma,1
DB00426,crohn disease,1
DB01104,hyperprolactinemia,0
DB01212,obsessive-compulsive disorder,1
DB00942,prader-willi syndrome,0
DB09248,hirschsprung disease,0
DB15874,psoriasis,0
DB00583,optic atrophy,0
DB00848,myasthenia gravis,0
DB01022,osteoporosis-pseudoglioma syndrome,0
DB00878,coronary artery disease,1
DB00422,cataract,0
DB00373,optic atrophy,1
DB01098,malaria,1
DB14539,leber congenital amaurosis,0
DB00140,mitochondrial complex iii deficiency,1
DB00253,multiple sclerosis,0
DB00549,cataract,0
DB16261,huntington disease,0
DB01095,frontotemporal lobar degeneration,0
DB00764,cholangiocarcinoma,0
DB00399,neuroblastoma,1
DB09108,multiple myeloma,0
DB06186,breast cancer,1
DB00440,rhabdomyosarcoma,0
DB00860,gout,1
DB12548,glioma,0
DB09551,tuberculosis,0
DB03128,cystic fibrosis,0
DB09280,asthma,0
DB08888,cryptorchidism,0
DB16355,burkitt lymphoma,0
DB00206,disseminated intravascular coagulation,0
DB11632,graves disease,0
DB00361,breast cancer,1
DB09074,prader-willi syndrome,0
DB00293,leber congenital amaurosis,0
DB01044,medulloblastoma,0
DB00503,breast cancer,0
DB00738,leishmaniasis,1
DB01045,fanconi anemia,0
DB00986,disseminated intravascular coagulation,0
DB00972,hypertriglyceridemia,0
DB00040,cystic fibrosis,1
DB00223,costello syndrome,0
DB13133,lupus nephritis,0
DB00967,frontotemporal lobar degeneration,0
DB01254,frontotemporal lobar degeneration,0
DB15044,atypical hemolytic uremic syndrome,0
DB08808,medulloblastoma,0
DB00130,hypertriglyceridemia,0
DB11642,costello syndrome,0
DB08998,asthma,0
DB09303,mitochondrial complex iii deficiency,1
DB01043,frontotemporal lobar degeneration,1
DB01211,malaria,0
DB13943,atypical hemolytic uremic syndrome,0
DB14184,cystic fibrosis,0
DB05383,celiac disease,0
DB00441,multiple myeloma,1
DB00982,hirschsprung disease,0
DB00015,holoprosencephaly,0
DB06199,vitiligo,0
DB00444,fanconi anemia,0
DB09320,intervertebral disc disease,0
DB00104,huntington disease,0
DB00601,crohn disease,1
DB01132,idiopathic pulmonary fibrosis,1
DB09350,lymphangioleiomyomatosis,0
DB00231,holoprosencephaly,0
DB00440,cholangiocarcinoma,0
DB00252,prader-willi syndrome,1
DB01186,osteoporosis-pseudoglioma syndrome,1
DB01324,barrett esophagus,0
DB00799,barrett esophagus,0
DB00936,q fever,1
DB00417,tuberculosis,0
DB12770,dyskeratosis congenita,0
DB11964,hirschsprung disease,1
DB01022,celiac disease,0
DB06685,osteosarcoma,0
DB00253,obsessive-compulsive disorder,0
DB09248,leishmaniasis,0
DB00477,myopia,0
DB01259,noonan syndrome,0
DB04951,multiple myeloma,0
DB00608,crohn disease,1
DB04573,osteosarcoma,0
DB02701,huntington disease,0
DB00894,glaucoma,0
DB00784,rhabdomyosarcoma,0
DB00595,long qt syndrome,0
DB01240,rhabdomyosarcoma,0
DB00201,hypospadias,0
DB01364,glaucoma,0
DB01211,multiple myeloma,1
DB00004,crohn disease,0
DB11239,atherosclerosis,1
DB00472,breast cancer,0
DB00396,osteosarcoma,0
DB00325,idiopathic pulmonary fibrosis,1
DB00799,hypoplastic left heart syndrome,0
DB01262,atherosclerosis,0
DB14491,noonan syndrome,0
DB00351,common variable immunodeficiency,1
DB01609,huntington disease,0
DB11730,breast cancer,1
DB01151,huntington disease,0
DB08917,vitiligo,0
DB00182,cryptorchidism,0
DB11699,hypertriglyceridemia,0
DB00612,prader-willi syndrome,1
DB00438,cataract,0
DB14520,parkinson disease,0
DB00585,cryptorchidism,0
DB01229,burkitt lymphoma,1
DB06755,meningioma,0
DB12240,parkinson disease,0
DB01166,cholangiocarcinoma,0
DB00555,mitochondrial complex iii deficiency,1
DB00422,mitochondrial complex iii deficiency,0
DB13231,malaria,0
DB00464,glaucoma,0
DB00635,atherosclerosis,1
DB08808,frontotemporal lobar degeneration,0
DB00091,atypical hemolytic uremic syndrome,0
DB04575,atherosclerosis,0
DB00780,cholangiocarcinoma,0
DB00445,burkitt lymphoma,1
DB00319,malaria,0
DB00122,frontotemporal lobar degeneration,0
DB00530,common variable immunodeficiency,0
DB15456,prader-willi syndrome,0
DB00295,costello syndrome,1
DB02546,vitiligo,0
DB00063,cystic fibrosis,0
DB00678,parkinson disease,0
DB04842,mitochondrial complex iii deficiency,0
DB00545,psoriasis,0
DB11363,crohn disease,0
DB00958,glioma,1
DB13751,celiac disease,0
DB09086,leber congenital amaurosis,0
DB00284,rhabdomyosarcoma,0
DB14740,long qt syndrome,0
DB00585,common variable immunodeficiency,0
DB00878,cystic fibrosis,1
DB12554,prader-willi syndrome,0
DB12243,cystic fibrosis,0
DB08879,multiple sclerosis,0
DB11738,crohn disease,1
DB09244,celiac disease,0
DB00983,asthma,1
DB15067,dyskeratosis congenita,0
DB00836,frontotemporal lobar degeneration,0
DB13943,osteoporosis-pseudoglioma syndrome,1
DB00717,meningioma,0
DB01122,osteosarcoma,0
DB01234,gout,1
DB01394,asthma,1
DB09389,burkitt lymphoma,0
DB00960,crohn disease,1
DB13615,psoriasis,0
DB00620,coronary artery disease,1
DB00178,multiple myeloma,0
DB00703,leber congenital amaurosis,0
DB00748,malaria,0
DB01200,cystic fibrosis,1
DB00126,diabetic retinopathy,1
DB14545,coronary artery disease,1
DB00335,coronary artery disease,1
DB01559,parkinson disease,0
DB13169,vitiligo,0
DB08879,coronary artery disease,0
DB01116,neural tube defects,0
DB09550,diabetic retinopathy,0
DB05229,holoprosencephaly,0
DB00247,dyskeratosis congenita,0
DB01408,malaria,0
DB00224,neural tube defects,0
DB00860,sarcoidosis,1
DB09304,costello syndrome,0
DB12465,crohn disease,1
DB13989,psoriasis,0
DB00233,sarcoidosis,0
DB16183,atypical hemolytic uremic syndrome,0
DB00585,osteoporosis-pseudoglioma syndrome,1
DB00909,idiopathic pulmonary fibrosis,0
DB11396,burkitt lymphoma,0
DB06413,prader-willi syndrome,0
DB11181,diabetic retinopathy,0
DB01064,cholangiocarcinoma,0
DB08842,hypertriglyceridemia,0
DB01212,diabetic retinopathy,0
DB00822,neuroblastoma,0
DB00675,vitiligo,0
DB01076,marfan syndrome,0
DB04574,idiopathic pulmonary fibrosis,0
DB00001,leber congenital amaurosis,0
DB00399,atherosclerosis,0
DB07615,fanconi anemia,0
DB00805,optic atrophy,0
DB12319,gout,1
DB01024,meningioma,0
DB00458,malaria,1
DB09185,multiple sclerosis,0
DB09567,atherosclerosis,1
DB15897,leber congenital amaurosis,0
DB00253,hypospadias,0
DB09086,vitiligo,0
DB11964,fanconi anemia,0
DB14962,breast cancer,1
DB08822,idiopathic pulmonary fibrosis,0
DB08908,huntington disease,0
DB14962,multiple myeloma,0
DB05262,dyskeratosis congenita,0
DB00521,leber congenital amaurosis,0
DB00208,holoprosencephaly,0
DB00790,asthma,0
DB04868,hypotrichosis,0
DB14500,glaucoma,0
DB01122,noonan syndrome,0
DB04815,diabetic retinopathy,0
DB00627,hypospadias,0
DB00312,optic atrophy,0
DB01076,idiopathic pulmonary fibrosis,1
DB14208,psoriasis,0
DB00570,gout,0
DB01281,lupus nephritis,1
DB11699,hypoplastic left heart syndrome,0
DB00462,crohn disease,0
DB00806,coronary artery disease,1
DB02703,osteoporosis,0
DB06202,sarcoidosis,0
DB00107,breast cancer,1
DB09130,hypoplastic left heart syndrome,1
DB04837,cholangiocarcinoma,0
DB13729,hypotrichosis,0
DB00526,hyperprolactinemia,0
DB00415,hypotrichosis,0
DB08931,common variable immunodeficiency,0
DB00103,leishmaniasis,0
DB01165,celiac disease,0
DB00458,celiac disease,0
DB01418,crohn disease,1
DB00408,psoriasis,0
DB00598,optic atrophy,0
DB00993,common variable immunodeficiency,0
DB14183,hirschsprung disease,1
DB01010,intervertebral disc disease,0
DB00026,hypotrichosis,0
DB14005,holoprosencephaly,0
DB01015,glioma,0
DB00163,coronary artery disease,0
DB00969,hyperprolactinemia,0
DB06626,atypical hemolytic uremic syndrome,0
DB00709,myasthenia gravis,0
DB00283,glioma,0
DB04828,rhabdomyosarcoma,0
DB11738,multiple sclerosis,0
DB01131,vitiligo,0
DB11595,nephrotic syndrome,0
DB01094,common variable immunodeficiency,0
DB01077,osteoporosis,1
DB00388,common variable immunodeficiency,1
DB00417,cryptorchidism,0
DB00742,glaucoma,1
DB00349,dyskeratosis congenita,0
DB01059,gout,0
DB01230,myasthenia gravis,0
DB04844,multiple sclerosis,0
DB00674,obsessive-compulsive disorder,1
DB13615,hypertriglyceridemia,0
DB04948,atherosclerosis,0
DB08993,leber congenital amaurosis,0
DB09389,osteoporosis,1
DB00740,lymphangioleiomyomatosis,0
DB00536,long qt syndrome,0
DB01364,atypical hemolytic uremic syndrome,0
DB00709,costello syndrome,1
DB16355,idiopathic pulmonary fibrosis,0
DB01059,sarcoidosis,0
DB05351,hirschsprung disease,1
DB00446,glaucoma,0
DB00641,idiopathic pulmonary fibrosis,1
DB01017,hypoplastic left heart syndrome,0
DB00747,noonan syndrome,1
DB00624,celiac disease,0
DB00230,hypotrichosis,0
DB00283,hypotrichosis,0
DB00825,marfan syndrome,0
DB15992,q fever,0
DB01210,obsessive-compulsive disorder,0
DB00912,osteoporosis-pseudoglioma syndrome,0
DB01083,lupus nephritis,0
DB00628,vitiligo,0
DB01234,osteoporosis-pseudoglioma syndrome,1
DB12825,neural tube defects,0
DB01094,celiac disease,1
DB01065,cataract,1
DB00220,marfan syndrome,0
DB11672,intervertebral disc disease,1
DB00536,vitiligo,0
DB04786,multiple sclerosis,0
DB01056,leishmaniasis,0
DB00528,lupus nephritis,0
DB01109,idiopathic pulmonary fibrosis,1
DB00331,atherosclerosis,1
DB00594,coronary artery disease,1
DB15874,rhabdomyosarcoma,0
DB06448,cryptorchidism,0
DB01645,frontotemporal lobar degeneration,0
DB00685,narcolepsy,0
DB08900,hypertriglyceridemia,0
DB00067,glaucoma,0
DB00638,meningioma,0
DB00624,osteoporosis-pseudoglioma syndrome,1
DB00947,cataract,0
DB15897,coronary artery disease,1
DB00531,hirschsprung disease,1
DB00220,idiopathic pulmonary fibrosis,1
DB09152,hyperprolactinemia,0
DB14006,vitiligo,0
DB00894,mitochondrial complex iii deficiency,0
DB09304,optic atrophy,0
DB01337,osteoporosis-pseudoglioma syndrome,0
DB08936,mitochondrial complex iii deficiency,0
DB00323,atherosclerosis,0
DB00436,noonan syndrome,0
DB00716,breast cancer,0
DB00257,mitochondrial complex iii deficiency,0
DB00073,psoriasis,0
DB01357,atherosclerosis,0
DB14210,common variable immunodeficiency,0
DB12548,asthma,0
DB11366,breast cancer,0
DB11712,crohn disease,0
DB01065,diabetic retinopathy,1
DB01140,burkitt lymphoma,0
DB01407,retinitis pigmentosa,0
DB16165,disseminated intravascular coagulation,0
DB04896,common variable immunodeficiency,0
DB00880,lupus nephritis,0
DB11739,multiple sclerosis,0
DB00035,neural tube defects,0
DB00007,crohn disease,1
DB09279,hypospadias,0
DB14183,parkinson disease,1
DB08895,cholangiocarcinoma,0
DB14596,hypotrichosis,0
DB01043,multiple myeloma,0
DB00643,breast cancer,0
DB00419,noonan syndrome,0
DB06715,barrett esophagus,0
DB00860,lupus nephritis,1
DB00685,huntington disease,0
DB11563,leber congenital amaurosis,0
DB09205,coronary artery disease,1
DB11098,hypertriglyceridemia,0
DB00546,diabetic retinopathy,0
DB00435,hypertriglyceridemia,0
DB11315,psoriasis,0
DB09272,glioma,0
DB14644,crohn disease,1
DB00252,multiple myeloma,0
DB01656,hypertriglyceridemia,0
DB00594,leber congenital amaurosis,0
DB01065,cystic fibrosis,1
DB01213,asthma,0
DB01563,fanconi anemia,0
DB01029,crohn disease,1
DB00935,osteosarcoma,0
DB01221,nephrotic syndrome,0
DB00612,hypotrichosis,0
DB04272,graves disease,0
DB06626,glaucoma,0
DB08865,burkitt lymphoma,1
DB06215,obsessive-compulsive disorder,0
DB15719,rhabdomyosarcoma,0
DB08836,cryptorchidism,0
DB01435,obsessive-compulsive disorder,1
DB09153,prader-willi syndrome,0
DB00415,crohn disease,1
DB00737,nephrotic syndrome,0
DB00200,lupus nephritis,0
DB01277,coronary artery disease,0
DB08889,long qt syndrome,0
DB06205,idiopathic pulmonary fibrosis,0
DB04575,celiac disease,0
DB01623,parkinson disease,0
DB09153,glaucoma,0
DB00651,idiopathic pulmonary fibrosis,1
DB01238,osteoporosis-pseudoglioma syndrome,1
DB00001,cystic fibrosis,0
DB14217,long qt syndrome,0
DB00604,rhabdomyosarcoma,0
DB00805,obsessive-compulsive disorder,1
DB12001,breast cancer,1
DB05088,myopia,0
DB00714,optic atrophy,0
DB00583,hypotrichosis,0
DB00490,diabetic retinopathy,0
DB00332,lupus nephritis,0
DB04835,dyskeratosis congenita,0
DB00997,osteosarcoma,1
DB00260,obsessive-compulsive disorder,1
DB12829,long qt syndrome,0
DB11757,medulloblastoma,0
DB13732,osteoporosis,0
DB15897,cystic fibrosis,0
DB00203,vitiligo,0
DB00477,obsessive-compulsive disorder,1
DB01283,crohn disease,0
DB00888,intervertebral disc disease,0
DB08880,multiple sclerosis,1
DB01015,hyperprolactinemia,0
DB06670,osteosarcoma,0
DB01218,leber congenital amaurosis,0
DB00136,meningioma,0
DB00920,cryptorchidism,0
