DiseaseName,DiseaseID,DrugBankID,DrugName
Hemophilia B,MESH:D002836,DB11330,Factor IX Complex (Human)
Respiratory Distress Syndrome,MESH:D012128,DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))
Respiratory Distress Syndrome,MESH:D012128,DB11332,Sinapultide
Toothache,MESH:D014098,DB11338,Clove oil
Pain,MESH:D010146,DB11345,(S)-camphor
Dermatitis,MESH:D003872,DB11358,Evening primrose oil
Disease,MESH:D004194,DB11358,Evening primrose oil
Phlebitis,MESH:D010689,DB11361,Betula pendula tar oil
Ulcer,MESH:D014456,DB11361,Betula pendula tar oil
Disease Progression,MESH:D018450,DB11362,Selexipag
Hypertension,MESH:D006973,DB11362,Selexipag
Pulmonary Arterial Hypertension,MESH:D000081029,DB11362,Selexipag
Disease,MESH:D004194,DB11362,Selexipag
Lymphoma,MESH:D008223,DB11363,Alectinib
Infections,MESH:D007239,DB11364,Pidotimod
Constipation,MESH:D003248,DB11365,Sennosides
Leukemia,MESH:D007938,DB11366,Roquinimex
Infections,MESH:D007239,DB11367,Cefroxadine
Bacterial Infections,MESH:D001424,DB11367,Cefroxadine
Blindness,MESH:D001766,DB11431,Moxidectin
Disease,MESH:D004194,DB11431,Moxidectin
Cough,MESH:D003371,DB11482,Balsam of Peru
Burns,MESH:D002056,DB11482,Balsam of Peru
Tics,MESH:D020323,DB11482,Balsam of Peru
Gout,MESH:D006073,DB11560,Lesinurad
Hyperuricemia,MESH:D033461,DB11560,Lesinurad
Inflammation,MESH:D007249,DB11569,Ixekizumab
Psoriasis,MESH:D011565,DB11569,Ixekizumab
Arthritis,MESH:D001168,DB11569,Ixekizumab
Neuromyelitis Optica,MESH:D009471,DB11580,Ravulizumab
Hemolysis,MESH:D006461,DB11580,Ravulizumab
Body Weight,MESH:D001835,DB11580,Ravulizumab
Atypical Hemolytic Uremic Syndrome,MESH:D065766,DB11580,Ravulizumab
C SYNDROME,OMIM:211750,DB11580,Ravulizumab
Myasthenia Gravis,MESH:D009157,DB11580,Ravulizumab
Disease,MESH:D004194,DB11580,Ravulizumab
Asthenia,MESH:D001247,DB11580,Ravulizumab
Leukemia,MESH:D007938,DB11581,Venetoclax
Lymphoma,MESH:D008223,DB11581,Venetoclax
Pain,MESH:D010146,DB11582,Thiocolchicoside
Contracture,MESH:D003286,DB11582,Thiocolchicoside
Tics,MESH:D020323,DB11583,Cetalkonium
Obesity,MESH:D009765,DB11584,Pipradrol
Fatigue,MESH:D005221,DB11584,Pipradrol
Liver Cirrhosis,MESH:D008103,DB11586,Asunaprevir
Hepatitis,MESH:D006505,DB11586,Asunaprevir
Hepatitis C,MESH:D006526,DB11586,Asunaprevir
Disease,MESH:D004194,DB11586,Asunaprevir
Asthma,MESH:D001249,DB11587,Etafedrine
Spasm,MESH:D013035,DB11587,Etafedrine
Tics,MESH:D020323,DB11590,Thimerosal
Urticaria,MESH:D014581,DB11591,Bilastine
Rhinitis,MESH:D012220,DB11591,Bilastine
Disease,MESH:D004194,DB11594,Domiphen
Disease Progression,MESH:D018450,DB11595,Atezolizumab
Carcinoma,MESH:D002277,DB11595,Atezolizumab
Melanoma,MESH:D008545,DB11595,Atezolizumab
Coma,MESH:D003128,DB11595,Atezolizumab
Sarcoma,MESH:D012509,DB11595,Atezolizumab
Disease,MESH:D004194,DB11595,Atezolizumab
Osteosarcoma,MESH:D012516,DB11596,Levoleucovorin
Coma,MESH:D003128,DB11596,Levoleucovorin
Sarcoma,MESH:D012509,DB11596,Levoleucovorin
Thromboembolism,MESH:D013923,DB11598,Antithrombin III human
Embolism,MESH:D004617,DB11598,Antithrombin III human
Inflammation,MESH:D007249,DB11600,Beeswax
Burns,MESH:D002056,DB11600,Beeswax
Tuberculosis,MESH:D014376,DB11601,Tuberculin purified protein derivative
Furunculosis,MESH:D005667,DB11605,Myrrh
Pain,MESH:D010146,DB11605,Myrrh
Inflammation,MESH:D007249,DB11605,Myrrh
Cough,MESH:D003371,DB11605,Myrrh
Asthma,MESH:D001249,DB11605,Myrrh
Leprosy,MESH:D007918,DB11605,Myrrh
Ulcer,MESH:D014456,DB11605,Myrrh
Spasm,MESH:D013035,DB11605,Myrrh
Hemorrhoids,MESH:D006484,DB11605,Myrrh
Tics,MESH:D020323,DB11605,Myrrh
Gingivitis,MESH:D005891,DB11605,Myrrh
Hemophilia A,MESH:D006467,DB11606,Susoctocog alfa
Cough,MESH:D003371,DB11609,Normethadone
Signs and Symptoms,MESH:D012816,DB11611,Lifitegrast
Hepatitis,MESH:D006505,DB11613,Velpatasvir
Hepatitis C,MESH:D006526,DB11613,Velpatasvir
Urticaria,MESH:D014581,DB11614,Rupatadine
Rhinitis,MESH:D012220,DB11614,Rupatadine
Endometriosis,MESH:D004715,DB11619,Gestrinone
Infections,MESH:D007239,DB11621,Human varicella-zoster immune globulin
Coma,MESH:D003128,DB11626,Tasonermin
Sarcoma,MESH:D012509,DB11626,Tasonermin
Anemia,MESH:D000740,DB11627,Hepatitis B Vaccine (Recombinant)
Hepatitis,MESH:D006505,DB11627,Hepatitis B Vaccine (Recombinant)
Hepatitis C,MESH:D006526,DB11627,Hepatitis B Vaccine (Recombinant)
Hepatitis B,MESH:D006509,DB11627,Hepatitis B Vaccine (Recombinant)
Disease,MESH:D004194,DB11627,Hepatitis B Vaccine (Recombinant)
Carcinoma,MESH:D002277,DB11630,Temoporfin
Disease,MESH:D004194,DB11632,Opicapone
Aspergillosis,MESH:D001228,DB11633,Isavuconazole
Cholestasis,MESH:D002779,DB11635,Tocofersolan
Vitamin E Deficiency,MESH:D014811,DB11635,Tocofersolan
Tuberculosis,MESH:D014376,DB11637,Delamanid
Disease,MESH:D004194,DB11639,Dibotermin alfa
C SYNDROME,OMIM:211750,DB11640,Amifampridine
Carcinoma,MESH:D002277,DB11641,Vinflunine
Narcolepsy,MESH:D009290,DB11642,Pitolisant
Amyloidosis,MESH:D000686,DB11644,Tafamidis
Hypertension,MESH:D006973,DB11660,Latanoprostene bunod
Glaucoma,MESH:D005901,DB11660,Latanoprostene bunod
Coma,MESH:D003128,DB11660,Latanoprostene bunod
Ocular Hypertension,MESH:D009798,DB11660,Latanoprostene bunod
Hypoxia,MESH:D000860,DB11682,Daprodustat
Anemia,MESH:D000740,DB11682,Daprodustat
Fatigue,MESH:D005221,DB11682,Daprodustat
Disease,MESH:D004194,DB11682,Daprodustat
Fibroma,MESH:D005350,DB11689,Selumetinib
Neurofibroma,MESH:D009455,DB11689,Selumetinib
Constipation,MESH:D003248,DB11691,Naldemedine
Nephritis,MESH:D009393,DB11693,Voclosporin
Lupus Nephritis,MESH:D008181,DB11693,Voclosporin
Fibrosis,MESH:D005355,DB11697,Pacritinib
Polycythemia,MESH:D011086,DB11697,Pacritinib
Polycythemia Vera,MESH:D011087,DB11697,Pacritinib
Nausea,MESH:D009325,DB11699,Tropisetron
Vomiting,MESH:D014839,DB11699,Tropisetron
Obesity,MESH:D009765,DB11700,Setmelanotide
Leukemia,MESH:D007938,DB11703,Acalabrutinib
Lymphoma,MESH:D008223,DB11703,Acalabrutinib
Fibrosis,MESH:D005355,DB11712,Tezacaftor
Cystic Fibrosis,MESH:D003550,DB11712,Tezacaftor
Carcinoma,MESH:D002277,DB11714,Durvalumab
Lymphoma,MESH:D008223,DB11714,Durvalumab
Disease,MESH:D004194,DB11714,Durvalumab
Melanoma,MESH:D008545,DB11718,Encorafenib
Recurrence,MESH:D012008,DB11730,Ribociclib
Coma,MESH:D003128,DB11735,Galactose
Hepatic Encephalopathy,MESH:D006501,DB11735,Galactose
Constipation,MESH:D003248,DB11735,Galactose
Sclerosis,MESH:D012598,DB11735,Galactose
Gastroesophageal Reflux,MESH:D005764,DB11739,Vonoprazan
Disease,MESH:D004194,DB11739,Vonoprazan
Esophagitis,MESH:D004941,DB11739,Vonoprazan
Heartburn,MESH:D006356,DB11739,Vonoprazan
Diarrhea,MESH:D003967,DB11753,Rifamycin
Sepsis,MESH:D018805,DB11753,Rifamycin
Fever,MESH:D005334,DB11753,Rifamycin
Dehydration,MESH:D003681,DB11753,Rifamycin
Disease,MESH:D004194,DB11753,Rifamycin
Disease,MESH:D004194,DB11757,Istradefylline
Disease,MESH:D004194,DB11761,Tenapanor
Constipation,MESH:D003248,DB11761,Tenapanor
Irritable Bowel Syndrome,MESH:D043183,DB11761,Tenapanor
Fibrosis,MESH:D005355,DB11763,Momelotinib
Anemia,MESH:D000740,DB11763,Momelotinib
Arthritis,MESH:D001168,DB11767,Sarilumab
Disease,MESH:D004194,DB11767,Sarilumab
Carcinoma,MESH:D002277,DB11771,Tremelimumab
Lymphoma,MESH:D008223,DB11771,Tremelimumab
Psoriasis,MESH:D011565,DB11776,Brodalumab
Arthritis,MESH:D001168,DB11776,Brodalumab
Disease Progression,MESH:D018450,DB11800,Tivozanib
Carcinoma,MESH:D002277,DB11800,Tivozanib
Disease,MESH:D004194,DB11800,Tivozanib
Dermatitis,MESH:D003872,DB11817,Baricitinib
Alopecia,MESH:D000505,DB11817,Baricitinib
Arthritis,MESH:D001168,DB11817,Baricitinib
Alopecia Areata,MESH:D000506,DB11817,Baricitinib
Disease,MESH:D004194,DB11817,Baricitinib
Depressive Disorder,MESH:D003866,DB11823,Esketamine
Diabetes Mellitus,MESH:D003920,DB11827,Ertugliflozin
Psoriasis,MESH:D011565,DB11834,Guselkumab
Disease,MESH:D004194,DB11837,Osilodrostat
Shock,MESH:D012769,DB11842,Angiotensin II
Multiple Sclerosis,MESH:D009103,DB11850,Ublituximab
Disease,MESH:D004194,DB11850,Ublituximab
Sclerosis,MESH:D012598,DB11850,Ublituximab
Death,MESH:D003643,DB11855,Revefenacin
Disease,MESH:D004194,DB11855,Revefenacin
Osteoporosis,MESH:D010024,DB11866,Romosozumab
Carcinoma,MESH:D002277,DB11886,Infigratinib
Cholangiocarcinoma,MESH:D018281,DB11886,Infigratinib
Dermatitis,MESH:D003872,DB11914,Lebrikizumab
Body Weight,MESH:D001835,DB11914,Lebrikizumab
Chorea,MESH:D002819,DB11915,Valbenazine
Disease,MESH:D004194,DB11915,Valbenazine
Achondroplasia,MESH:D000130,DB11928,Vosoritide
Hypercholesterolemia,MESH:D006937,DB11936,Bempedoic acid
Myocardial Infarction,MESH:D009203,DB11936,Bempedoic acid
Infarction,MESH:D007238,DB11936,Bempedoic acid
Disease,MESH:D004194,DB11936,Bempedoic acid
Pruritus,MESH:D011537,DB11938,Difelikefalin
Disease,MESH:D004194,DB11938,Difelikefalin
Multiple Myeloma,MESH:D009101,DB11942,Selinexor
Lymphoma,MESH:D008223,DB11942,Selinexor
Pneumonia,MESH:D011014,DB11943,Delafloxacin
Infections,MESH:D007239,DB11943,Delafloxacin
Disease Progression,MESH:D018450,DB11945,Avelumab
Carcinoma,MESH:D002277,DB11945,Avelumab
Disease,MESH:D004194,DB11945,Avelumab
Leukemia,MESH:D007938,DB11952,Duvelisib
Lymphoma,MESH:D008223,DB11952,Duvelisib
Death,MESH:D003643,DB11963,Dacomitinib
Disease,MESH:D004194,DB11963,Dacomitinib
Melanoma,MESH:D008545,DB11967,Binimetinib
Erythema,MESH:D004890,DB11976,Anifrolumab
Leukemia,MESH:D007938,DB11978,Glasdegib
Pain,MESH:D010146,DB11979,Elagolix
Endometriosis,MESH:D004715,DB11979,Elagolix
Multiple Sclerosis,MESH:D009103,DB11988,Ocrelizumab
Disease,MESH:D004194,DB11988,Ocrelizumab
Sclerosis,MESH:D012598,DB11988,Ocrelizumab
Disease,MESH:D004194,DB11989,Benznidazole
Osteoarthritis,MESH:D010003,DB11994,Diacerein
Arthritis,MESH:D001168,DB11994,Diacerein
Thrombocytopenia,MESH:D013921,DB11995,Avatrombopag
Disease,MESH:D004194,DB11995,Avatrombopag
Disease Progression,MESH:D018450,DB12001,Abemaciclib
Disease,MESH:D004194,DB12001,Abemaciclib
Desmoid Tumors,MESH:D018222,DB12005,Nirogacestat
Thrombocytopenia,MESH:D013921,DB12010,Fostamatinib
Multiple Sclerosis,MESH:D009103,DB12016,Ponesimod
Disease,MESH:D004194,DB12016,Ponesimod
Sclerosis,MESH:D012598,DB12016,Ponesimod
Disease,MESH:D004194,DB12020,Tecovirimat
Asthma,MESH:D001249,DB12023,Benralizumab
Acne Vulgaris,MESH:D000152,DB12035,Sarecycline
Disease,MESH:D004194,DB12070,Letermovir
Diarrhea,MESH:D003967,DB12095,Telotristat ethyl
Pneumonia,MESH:D011014,DB12107,Vaborbactam
Nephritis,MESH:D009393,DB12107,Vaborbactam
Infections,MESH:D007239,DB12107,Vaborbactam
Urinary Tract Infections,MESH:D014552,DB12107,Vaborbactam
Pyelonephritis,MESH:D011704,DB12107,Vaborbactam
Hypertension,MESH:D006973,DB12118,Sotatercept
Pulmonary Arterial Hypertension,MESH:D000081029,DB12118,Sotatercept
Alzheimer Disease,MESH:D000544,DB12129,Tideglusib
Death,MESH:D003643,DB12129,Tideglusib
Dementia,MESH:D003704,DB12129,Tideglusib
Disease,MESH:D004194,DB12129,Tideglusib
Disease,MESH:D004194,DB12130,Lorlatinib
Pain,MESH:D010146,DB12140,Dilmapimod
Inflammation,MESH:D007249,DB12140,Dilmapimod
Arthritis,MESH:D001168,DB12140,Dilmapimod
Disease,MESH:D004194,DB12140,Dilmapimod
Leukemia,MESH:D007938,DB12141,Gilteritinib
Carcinoma,MESH:D002277,DB12147,Erdafitinib
Disease,MESH:D004194,DB12151,Brincidofovir
Dermatitis,MESH:D003872,DB12159,Dupilumab
Asthma,MESH:D001249,DB12159,Dupilumab
Sinusitis,MESH:D012852,DB12159,Dupilumab
Eosinophilic Esophagitis,MESH:D057765,DB12159,Dupilumab
Disease,MESH:D004194,DB12159,Dupilumab
Spasm,MESH:D013035,DB12159,Dupilumab
Esophagitis,MESH:D004941,DB12159,Dupilumab
Chorea,MESH:D002819,DB12161,Deutetrabenazine
Disease,MESH:D004194,DB12161,Deutetrabenazine
Dermatitis,MESH:D003872,DB12169,Tralokinumab
Depressive Disorder,MESH:D003866,DB12184,Gepirone
Recurrence,MESH:D012008,DB12218,Capivasertib
Diabetes Mellitus,MESH:D003920,DB12236,Bexagliflozin
Lymphoma,MESH:D008223,DB12240,Polatuzumab vedotin
Stroke,MESH:D020521,DB12243,Edaravone
Amyotrophic Lateral Sclerosis,MESH:D000690,DB12243,Edaravone
Ischemic Stroke,MESH:D000083242,DB12243,Edaravone
Sclerosis,MESH:D012598,DB12243,Edaravone
Diarrhea,MESH:D003967,DB12249,Stem bromelain
Osteoarthritis,MESH:D010003,DB12249,Stem bromelain
Arthritis,MESH:D001168,DB12249,Stem bromelain
Burns,MESH:D002056,DB12249,Stem bromelain
Anemia,MESH:D000740,DB12255,Vadadustat
Disease,MESH:D004194,DB12255,Vadadustat
Lymphoma,MESH:D008223,DB12267,Brigatinib
Dementia,MESH:D003704,DB12274,Aducanumab
Disease,MESH:D004194,DB12274,Aducanumab
Anemia,MESH:D000740,DB12281,Luspatercept
Myelodysplastic Syndromes,MESH:D009190,DB12281,Luspatercept
Thrombocytosis,MESH:D013922,DB12281,Luspatercept
C SYNDROME,OMIM:211750,DB12281,Luspatercept
Leukemia,MESH:D007938,DB12323,Radotinib
Leishmaniasis,MESH:D007896,DB12328,Cantharidin
Infections,MESH:D007239,DB12329,Eravacycline
Thromboembolism,MESH:D013923,DB12364,Betrixaban
Venous Thromboembolism,MESH:D054556,DB12364,Betrixaban
Embolism,MESH:D004617,DB12364,Betrixaban
Mucopolysaccharidosis VI,MESH:D009087,DB12366,Vestronidase alfa
Mucopolysaccharidosis VII,MESH:D016538,DB12366,Vestronidase alfa
Multiple Sclerosis,MESH:D009103,DB12371,Siponimod
Disease,MESH:D004194,DB12371,Siponimod
Sclerosis,MESH:D012598,DB12371,Siponimod
Nephritis,MESH:D009393,DB12377,Relebactam
Infections,MESH:D007239,DB12377,Relebactam
Urinary Tract Infections,MESH:D014552,DB12377,Relebactam
Pyelonephritis,MESH:D011704,DB12377,Relebactam
Cholangitis,MESH:D002761,DB12390,Seladelpar
Ascites,MESH:D001201,DB12390,Seladelpar
Hepatic Encephalopathy,MESH:D006501,DB12390,Seladelpar
Pneumonia,MESH:D011014,DB12455,Omadacycline
Infections,MESH:D007239,DB12455,Omadacycline
Candidiasis,MESH:D002177,DB12471,Ibrexafungerp
Infections,MESH:D007239,DB12473,Taurolidine
Lymphoma,MESH:D008223,DB12483,Copanlisib
Mycosis Fungoides,MESH:D009182,DB12498,Mogamulizumab
Acne Vulgaris,MESH:D000152,DB12499,Clascoterone
Fibrosis,MESH:D005355,DB12500,Fedratinib
Polycythemia,MESH:D011086,DB12500,Fedratinib
Polycythemia Vera,MESH:D011087,DB12500,Fedratinib
Ataxia,MESH:D001259,DB12513,Omaveloxolone
Neuromyelitis Optica,MESH:D009471,DB12530,Inebilizumab
Pain,MESH:D010146,DB12532,Oxetacaine
Anorexia,MESH:D000855,DB12532,Oxetacaine
Ulcer,MESH:D014456,DB12532,Oxetacaine
Peptic Ulcer,MESH:D010437,DB12532,Oxetacaine
Disease,MESH:D004194,DB12532,Oxetacaine
Esophagitis,MESH:D004941,DB12532,Oxetacaine
Heartburn,MESH:D006356,DB12532,Oxetacaine
Schizophrenia,MESH:D012559,DB12543,Samidorphan
Disease Progression,MESH:D018450,DB12548,Sparsentan
Proteinuria,MESH:D011507,DB12548,Sparsentan
Disease,MESH:D004194,DB12548,Sparsentan
Multiple Myeloma,MESH:D009101,DB12589,Dacetuzumab
Lymphoma,MESH:D008223,DB12589,Dacetuzumab
Leukemia,MESH:D007938,DB12597,Asciminib
Colitis,MESH:D003092,DB12612,Ozanimod
Multiple Sclerosis,MESH:D009103,DB12612,Ozanimod
Ulcer,MESH:D014456,DB12612,Ozanimod
Disease,MESH:D004194,DB12612,Ozanimod
Sclerosis,MESH:D012598,DB12612,Ozanimod
Nephritis,MESH:D009393,DB12615,Plazomicin
Infections,MESH:D007239,DB12615,Plazomicin
Urinary Tract Infections,MESH:D014552,DB12615,Plazomicin
Pyelonephritis,MESH:D011704,DB12615,Plazomicin
Multiple Sclerosis,MESH:D009103,DB12668,Metenkefalin
Sclerosis,MESH:D012598,DB12668,Metenkefalin
Disease Progression,MESH:D018450,DB12674,Lurbinectedin
Disease,MESH:D004194,DB12674,Lurbinectedin
Hepatomegaly,MESH:D006529,DB12688,Moxetumomab pasudotox
Splenomegaly,MESH:D013163,DB12688,Moxetumomab pasudotox
Leukemia,MESH:D007938,DB12688,Moxetumomab pasudotox
Diabetes Mellitus,MESH:D003920,DB12713,Sotagliflozin
Heart Failure,MESH:D006333,DB12713,Sotagliflozin
Death,MESH:D003643,DB12713,Sotagliflozin
Disease,MESH:D004194,DB12713,Sotagliflozin
Restless Legs Syndrome,MESH:D012148,DB12783,Benserazide
Disease,MESH:D004194,DB12783,Benserazide
Acne Vulgaris,MESH:D000152,DB12808,Trifarotene
Pneumonia,MESH:D011014,DB12825,Lefamulin
Pain,MESH:D010146,DB12836,Grapiprant
Inflammation,MESH:D007249,DB12836,Grapiprant
Osteoarthritis,MESH:D010003,DB12836,Grapiprant
Arthritis,MESH:D001168,DB12836,Grapiprant
Hyperparathyroidism,MESH:D006961,DB12865,Etelcalcetide
Disease,MESH:D004194,DB12865,Etelcalcetide
Hemorrhage,MESH:D006470,DB12872,Vonicog alfa
Disease,MESH:D004194,DB12872,Vonicog alfa
Leukemia,MESH:D007938,DB12874,Quizartinib
Lymphoma,MESH:D008223,DB12887,Tazemetostat
Coma,MESH:D003128,DB12887,Tazemetostat
Sarcoma,MESH:D012509,DB12887,Tazemetostat
Death,MESH:D003643,DB12893,Sacituzumab govitecan
Disease,MESH:D004194,DB12893,Sacituzumab govitecan
Pain,MESH:D010146,DB12911,Nicoboxil
Arthritis,MESH:D001168,DB12911,Nicoboxil
Back Pain,MESH:D001416,DB12911,Nicoboxil
Low Back Pain,MESH:D017116,DB12911,Nicoboxil
Fibrosis,MESH:D005355,DB12914,Resmetirom
Hepatitis,MESH:D006505,DB12914,Resmetirom
Inflammation,MESH:D007249,DB12917,Bimekizumab
Psoriasis,MESH:D011565,DB12917,Bimekizumab
Arthritis,MESH:D001168,DB12917,Bimekizumab
Disease,MESH:D004194,DB12917,Bimekizumab
Constipation,MESH:D003248,DB12942,Lactitol
Death,MESH:D003643,DB13007,Enfortumab vedotin
Candidiasis,MESH:D002177,DB13055,Oteseconazole
Mucositis,MESH:D052016,DB13092,Meclocycline
Ulcer,MESH:D014456,DB13092,Meclocycline
Thrombocytopenia,MESH:D013921,DB13125,Lusutrombopag
Disease,MESH:D004194,DB13125,Lusutrombopag
Hemophilia A,MESH:D006467,DB13133,Von Willebrand factor human
Disease,MESH:D004194,DB13133,Von Willebrand factor human
Asthma,MESH:D001249,DB13139,Levosalbutamol
Disease,MESH:D004194,DB13139,Levosalbutamol
Recurrence,MESH:D012008,DB13140,Bezlotoxumab
Osteoporosis,MESH:D010024,DB13142,Calcium glubionate anhydrous
Hypoparathyroidism,MESH:D007011,DB13142,Calcium glubionate anhydrous
Tetany,MESH:D013746,DB13142,Calcium glubionate anhydrous
Rickets,MESH:D012279,DB13142,Calcium glubionate anhydrous
Disease,MESH:D004194,DB13142,Calcium glubionate anhydrous
Osteomalacia,MESH:D010018,DB13142,Calcium glubionate anhydrous
Neutropenia,MESH:D009503,DB13144,Lenograstim
Infections,MESH:D007239,DB13144,Lenograstim
Agranulocytosis,MESH:D000380,DB13144,Lenograstim
Recurrence,MESH:D012008,DB13146,Fluciclovine (18F)
Factor X Deficiency,MESH:D005171,DB13148,Coagulation factor X human
Cerebral Hemorrhage,MESH:D002543,DB13150,Coagulation factor VII human
Hemorrhage,MESH:D006470,DB13150,Coagulation factor VII human
Factor VII Deficiency,MESH:D005168,DB13150,Coagulation factor VII human
Hemophilia A,MESH:D006467,DB13150,Coagulation factor VII human
Asthenia,MESH:D001247,DB13150,Coagulation factor VII human
Thrombasthenia,MESH:D013915,DB13150,Coagulation factor VII human
Hemophilia A,MESH:D006467,DB13151,Anti-inhibitor coagulant complex
Disease,MESH:D004194,DB13152,Coagulation Factor IX Human
Infections,MESH:D007239,DB13156,Inosine pranobex
Herpes Simplex,MESH:D006561,DB13156,Inosine pranobex
Dermatitis,MESH:D003872,DB13158,Clobetasone
Erythema,MESH:D004890,DB13158,Clobetasone
Eczema,MESH:D004485,DB13158,Clobetasone
Atrophy,MESH:D001284,DB13161,Nusinersen
Muscular Atrophy,MESH:D009133,DB13161,Nusinersen
Pneumonia,MESH:D011014,DB13163,Terpin hydrate
Disease,MESH:D004194,DB13163,Terpin hydrate
Bronchiectasis,MESH:D001987,DB13163,Terpin hydrate
Edema,MESH:D004487,DB13165,Ripasudil
Hypertension,MESH:D006973,DB13165,Ripasudil
Diabetic Retinopathy,MESH:D003930,DB13165,Ripasudil
Glaucoma,MESH:D005901,DB13165,Ripasudil
Coma,MESH:D003128,DB13165,Ripasudil
Ocular Hypertension,MESH:D009798,DB13165,Ripasudil
Pain,MESH:D010146,DB13167,Alclofenac
Arthritis,MESH:D001168,DB13167,Alclofenac
Constipation,MESH:D003248,DB13170,Plecanatide
Irritable Bowel Syndrome,MESH:D043183,DB13170,Plecanatide
Disease,MESH:D004194,DB13173,Cerliponase alfa
Weight Loss,MESH:D015431,DB13178,Inositol
Metabolic Syndrome,MESH:D024821,DB13178,Inositol
C SYNDROME,OMIM:211750,DB13178,Inositol
Stroke,MESH:D020521,DB13191,Phosphocreatine
Vascular Diseases,MESH:D014652,DB13191,Phosphocreatine
Ischemic Stroke,MESH:D000083242,DB13191,Phosphocreatine
Disease,MESH:D004194,DB13191,Phosphocreatine
Tics,MESH:D020323,DB13191,Phosphocreatine
Hemophilia A,MESH:D006467,DB13192,Antihemophilic factor human
Neutropenia,MESH:D009503,DB13200,Lipegfilgrastim
Myelodysplastic Syndromes,MESH:D009190,DB13200,Lipegfilgrastim
C SYNDROME,OMIM:211750,DB13200,Lipegfilgrastim
Ulcer,MESH:D014456,DB13249,Magnesium silicate
Anemia,MESH:D000740,DB13257,Ferrous sulfate anhydrous
Malaria,MESH:D008288,DB13268,Acetarsol
Infections,MESH:D007239,DB13268,Acetarsol
Disease,MESH:D004194,DB13268,Acetarsol
Poisoning,MESH:D011041,DB13293,Ipecac
Vomiting,MESH:D014839,DB13293,Ipecac
Infections,MESH:D007239,DB13306,Chlorquinaldol
Eczema,MESH:D004485,DB13346,Bufexamac
Inflammation,MESH:D007249,DB13421,Edoxudine
Blindness,MESH:D001766,DB13421,Edoxudine
Keratitis,MESH:D007634,DB13421,Edoxudine
Herpes Simplex,MESH:D006561,DB13421,Edoxudine
Infections,MESH:D007239,DB13456,Midecamycin
Dermatitis,MESH:D003872,DB13501,Bendazac
Pain,MESH:D010146,DB13501,Bendazac
Inflammation,MESH:D007249,DB13501,Bendazac
Erythema,MESH:D004890,DB13501,Bendazac
Cataract,MESH:D002386,DB13501,Bendazac
Eczema,MESH:D004485,DB13501,Bendazac
Burns,MESH:D002056,DB13501,Bendazac
Esophagitis,MESH:D004941,DB13518,Alginic acid
Heartburn,MESH:D006356,DB13518,Alginic acid
Multiple Sclerosis,MESH:D009103,DB13583,Mephenesin
Muscle Spasticity,MESH:D009128,DB13583,Mephenesin
Disease,MESH:D004194,DB13583,Mephenesin
Sclerosis,MESH:D012598,DB13583,Mephenesin
Duodenal Ulcer,MESH:D004381,DB13595,Almasilate
Ulcer,MESH:D014456,DB13595,Almasilate
Disease,MESH:D004194,DB13595,Almasilate
Heartburn,MESH:D006356,DB13595,Almasilate
Hepatitis,MESH:D006505,DB13609,Umifenovir
Infections,MESH:D007239,DB13609,Umifenovir
Hepatitis B,MESH:D006509,DB13609,Umifenovir
Disease,MESH:D004194,DB13609,Umifenovir
Herpes Simplex,MESH:D006561,DB13609,Umifenovir
Osteosarcoma,MESH:D012516,DB13615,Mifamurtide
Coma,MESH:D003128,DB13615,Mifamurtide
Sarcoma,MESH:D012509,DB13615,Mifamurtide
Hypokalemia,MESH:D007008,DB13620,Potassium gluconate
Ulcer,MESH:D014456,DB13720,Diphemanil
Peptic Ulcer,MESH:D010437,DB13720,Diphemanil
Spasm,MESH:D013035,DB13720,Diphemanil
Lung Injury,MESH:D055370,DB13729,Camostat
Pancreatitis,MESH:D010195,DB13729,Camostat
Vomiting,MESH:D014839,DB13749,Magnesium gluconate
Diarrhea,MESH:D003967,DB13749,Magnesium gluconate
Alcoholism,MESH:D000437,DB13749,Magnesium gluconate
Magnesium Deficiency,MESH:D008275,DB13749,Magnesium gluconate
Tics,MESH:D020323,DB13749,Magnesium gluconate
Stomach Diseases,MESH:D013272,DB13751,Glycyrrhizic acid
Infections,MESH:D007239,DB13751,Glycyrrhizic acid
Ulcer,MESH:D014456,DB13751,Glycyrrhizic acid
Peptic Ulcer,MESH:D010437,DB13751,Glycyrrhizic acid
Disease,MESH:D004194,DB13751,Glycyrrhizic acid
Diarrhea,MESH:D003967,DB13761,Tilactase
Pain,MESH:D010146,DB13783,Acemetacin
Inflammation,MESH:D007249,DB13783,Acemetacin
Osteoarthritis,MESH:D010003,DB13783,Acemetacin
Arthritis,MESH:D001168,DB13783,Acemetacin
Back Pain,MESH:D001416,DB13783,Acemetacin
Low Back Pain,MESH:D017116,DB13783,Acemetacin
Hepatitis,MESH:D006505,DB13853,Anethole trithione
Cystitis,MESH:D003556,DB13853,Anethole trithione
Asthma,MESH:D001249,DB13867,Fluticasone
Rhinitis,MESH:D012220,DB13867,Fluticasone
Hypercholesterolemia,MESH:D006937,DB13873,Fenofibric acid
Hypertriglyceridemia,MESH:D015228,DB13873,Fenofibric acid
Leukemia,MESH:D007938,DB13874,Enasidenib
Hepatitis,MESH:D006505,DB13878,Pibrentasvir
