pathway_id,ko_id,kegg_gene,uniprot_id
map00640,K01895,sty:STY4473,Q8Z1R0
map00640,K01895,stt:t4181,Q8Z1R0
map00640,K01903,sty:STY0781,P66870
map00640,K01903,stt:t2138,P66870
map00640,K01962,sty:STY0255,P0A1C4
map00640,K01962,stt:t0233,P0A1C4
map00640,K01963,sty:STY2597,Q8XFJ5
map00640,K01963,stt:t0498,Q8XFJ5
map00650,K00241,sty:STY0775,P63726
map00650,K00241,stt:t2144,P63726
map00650,K00246,sty:STY4701,P67639
map00650,K00246,stt:t4393,P67639
map00650,K00247,sty:STY4700,P67646
map00650,K00247,stt:t4392,P67646
map00650,K01782,sty:STY2620,Q8Z4Z0
map00650,K01782,stt:t0476,Q8Z4Z0
map00650,K01825,sty:STY3577,Q8Z3C6
map00650,K01825,stt:t3315,Q8Z3C6
map00650,K20509,sty:STY0063,Q8Z9M6
map00650,K20509,sty:STY3531,Q8Z3E5
map00650,K20509,stt:t0056,Q8Z9M6
map00650,K20509,stt:t3266,Q8Z3E5
map00907,K00632,sty:STY2621,Q8Z4Y9
map00907,K00632,sty:STY3578,P0A2H8
map00907,K00632,stt:t0475,Q8Z4Y9
map00907,K00632,stt:t3316,P0A2H8
map00907,K01782,sty:STY2620,Q8Z4Z0
map00907,K01782,stt:t0476,Q8Z4Z0
map00907,K01825,sty:STY3577,Q8Z3C6
map00907,K01825,stt:t3315,Q8Z3C6
map00930,K01782,sty:STY2620,Q8Z4Z0
map00930,K01782,stt:t0476,Q8Z4Z0
map00930,K01825,sty:STY3577,Q8Z3C6
map00930,K01825,stt:t3315,Q8Z3C6
map01120,K00024,sty:STY3539,Q8Z3E0
map01120,K00024,stt:t3274,Q8Z3E0
map01120,K00090,sty:STY4156,Q8Z2A8
map01120,K00090,stt:t3873,Q8Z2A8
map01120,K00133,sty:STY4271,P0A1F9
map01120,K00133,stt:t3981,P0A1F9
map01120,K00134,sty:STY1825,P0A1P1
map01120,K00134,stt:t1169,P0A1P1
map01120,K00137,sty:STY1467,Q8Z747
map01120,K00137,stt:t1506,Q8Z747
map01120,K00215,sty:STY0073,Q8Z9L9
map01120,K00215,stt:t0066,Q8Z9L9
map01120,K00241,sty:STY0775,P63726
map01120,K00241,stt:t2144,P63726
map01120,K00246,sty:STY4701,P67639
map01120,K00246,stt:t4393,P67639
map01120,K00247,sty:STY4700,P67646
map01120,K00247,stt:t4392,P67646
map01120,K00262,sty:STY1815,Q8Z6F6
map01120,K00262,stt:t1178,Q8Z6F6
map01120,K00275,sty:STY1674,Q8Z6Q2
map01120,K00275,stt:t1316,Q8Z6Q2
map01120,K00363,sty:STY4321,P0A230
map01120,K00363,stt:t4030,P0A230
map01120,K00380,sty:STY3076,Q8Z458
map01120,K00380,stt:t2849,Q8Z458
map01120,K00381,sty:STY3075,Q8Z459
map01120,K00381,stt:t2848,Q8Z459
map01120,K00385,sty:STY2796,P0A1Y3
map01120,K00385,stt:t0306,P0A1Y3
map01120,K00390,sty:STY3074,Q8Z460
map01120,K00390,stt:t2847,Q8Z460
map01120,K00484,sty:STY1130,Q8Z7Q5
map01120,K00484,stt:t1821,Q8Z7Q5
map01120,K00600,sty:STY2802,P0A2E2
map01120,K00600,sty:STY3764,Q8Z2Z9
map01120,K00600,stt:t0301,P0A2E2
map01120,K00600,stt:t3514,Q8Z2Z9
map01120,K00616,sty:STY0007,P66956
map01120,K00616,sty:STY2710,Q8Z4T0
map01120,K00616,stt:t0007,P66956
map01120,K00616,stt:t0386,Q8Z4T0
map01120,K00632,sty:STY2621,Q8Z4Y9
map01120,K00632,sty:STY3578,P0A2H8
map01120,K00632,stt:t0475,Q8Z4Y9
map01120,K00632,stt:t3316,P0A2H8
map01120,K00651,sty:STY4400,Q8Z1W1
map01120,K00651,stt:t4110,Q8Z1W1
map01120,K00674,sty:STY0236,Q8Z9A8
map01120,K00674,stt:t0214,Q8Z9A8
map01120,K00821,sty:STY4328,Q8Z1Z3
map01120,K00821,stt:t4037,Q8Z1Z3
map01120,K00831,sty:STY0977,P62677
map01120,K00831,stt:t1957,P62677
map01120,K00845,sty:STY2644,P58618
map01120,K00845,stt:t0454,P58618
map01120,K00848,sty:STY3826,Q8Z2V4
map01120,K00848,stt:t3572,Q8Z2V4
map01120,K00850,sty:STY3809,P65693
map01120,K00850,stt:t3557,P65693
map01120,K00860,sty:STY3058,P63890
map01120,K00860,stt:t2834,P63890
map01120,K00872,sty:STY0003,P65227
map01120,K00872,stt:t0003,P65227
map01120,K00873,sty:STY1744,Q8Z6K2
map01120,K00873,stt:t1246,Q8Z6K2
map01120,K00879,sty:STY3117,Q8Z428
map01120,K00879,stt:t2885,Q8Z428
map01120,K00925,sty:STY2567,P63412
map01120,K00925,stt:t0527,P63412
map01120,K00927,sty:STY3227,P65703
map01120,K00927,stt:t2988,P65703
map01120,K00948,sty:STY1906,P0A1V7
map01120,K00948,stt:t1096,P0A1V7
map01120,K00956,sty:STY3059,Q8Z470
map01120,K00956,stt:t2835,Q8Z470
map01120,K00957,sty:STY3060,P65673
map01120,K00957,stt:t2836,P65673
map01120,K00963,sty:STY2308,P0A2K8
map01120,K00963,stt:t0774,P0A2K8
map01120,K01061,sty:STY3592,Q8Z3B8
map01120,K01061,stt:t3330,Q8Z3B8
map01120,K01082,sty:STY4762,Q8Z153
map01120,K01082,stt:t4457,Q8Z153
map01120,K01439,sty:STY2721,Q8Z4S2
map01120,K01439,stt:t0376,Q8Z4S2
map01120,K01466,sty:STY0571,Q8XGS6
map01120,K01466,stt:t2338,Q8XGS6
map01120,K01491,sty:STY0588,Q60006
map01120,K01491,stt:t2321,Q60006
map01120,K01512,sty:STY1110,Q8XGT4
map01120,K01512,stt:t1836,Q8XGT4
map01120,K01582,sty:STY2806,P0A1Z1
map01120,K01582,stt:t0297,P0A1Z1
map01120,K01595,sty:STY3754,Q8Z307
map01120,K01595,stt:t3505,Q8Z307
map01120,K01610,sty:STY4296,Q8Z216
map01120,K01610,stt:t4006,Q8Z216
map01120,K01675,sty:STY1732,P0A1T5
map01120,K01675,stt:t1256,P0A1T5
map01120,K01679,sty:STY1653,Q8Z6R6
map01120,K01679,stt:t1337,Q8Z6R6
map01120,K01686,sty:STY3306,P0A2M8
map01120,K01686,stt:t3056,P0A2M8
map01120,K01689,sty:STY3081,P64077
map01120,K01689,stt:t2853,P64077
map01120,K01714,sty:STY2727,Q8Z4R8
map01120,K01714,stt:t0370,Q8Z4R8
map01120,K01720,sty:STY0402,Q8Z903
map01120,K01720,stt:t2494,Q8Z903
map01120,K01734,sty:STY1098,P65351
map01120,K01734,stt:t1844,P65351
map01120,K01738,sty:STY2666,P0A1E4
map01120,K01738,stt:t0427,P0A1E4
map01120,K01749,sty:STY3621,P0A1Q9
map01120,K01749,stt:t3359,P0A1Q9
map01120,K01778,sty:STY3612,P0A1F3
map01120,K01778,stt:t3350,P0A1F3
map01120,K01782,sty:STY2620,Q8Z4Z0
map01120,K01782,stt:t0476,Q8Z4Z0
map01120,K01783,sty:STY3790,Q8Z2Y1
map01120,K01783,stt:t3538,Q8Z2Y1
map01120,K01803,sty:STY3789,Q8Z2Y2
map01120,K01803,stt:t3537,Q8Z2Y2
map01120,K01807,sty:STY3219,P66693
map01120,K01807,stt:t2981,P66693
map01120,K01810,sty:STY4417,Q8Z1U7
map01120,K01810,stt:t4127,Q8Z1U7
map01120,K01812,sty:STY3308,Q8Z3R7
map01120,K01812,stt:t3058,Q8Z3R7
map01120,K01813,sty:STY3827,Q8Z2V3
map01120,K01813,stt:t3573,Q8Z2V3
map01120,K01815,sty:STY3163,Q8Z3Z9
map01120,K01815,stt:t2928,Q8Z3Z9
map01120,K01818,sty:STY3116,Q8Z429
map01120,K01818,stt:t2884,Q8Z429
map01120,K01825,sty:STY3577,Q8Z3C6
map01120,K01825,stt:t3315,Q8Z3C6
map01120,K01834,sty:STY0804,Q8Z8B2
map01120,K01834,stt:t2115,Q8Z8B2
map01120,K01845,sty:STY0223,Q8Z9B4
map01120,K01845,stt:t0203,Q8Z9B4
map01120,K01885,sty:STY2654,P0A2K4
map01120,K01885,stt:t0442,P0A2K4
map01120,K01895,sty:STY4473,Q8Z1R0
map01120,K01895,stt:t4181,Q8Z1R0
map01120,K01903,sty:STY0781,P66870
map01120,K01903,stt:t2138,P66870
map01120,K01915,sty:STY3874,P0A1P7
map01120,K01915,stt:t3614,P0A1P7
map01120,K01962,sty:STY0255,P0A1C4
map01120,K01962,stt:t0233,P0A1C4
map01120,K01963,sty:STY2597,Q8XFJ5
map01120,K01963,stt:t0498,Q8XFJ5
map01120,K02302,sty:STY4319,Q8Z201
map01120,K02302,stt:t4028,Q8Z201
map01120,K02439,sty:STY4278,P64252
map01120,K02439,stt:t3988,P64252
map01120,K02492,sty:STY1902,P0A1Q7
map01120,K02492,stt:t1099,P0A1Q7
map01120,K02510,sty:STY1140,Q8Z7P9
map01120,K02510,stt:t1813,Q8Z7P9
map01120,K02567,sty:STY2485,Q8Z570
map01120,K02567,stt:t0605,Q8Z570
map01120,K02821,sty:STY4741,Q8Z170
map01120,K02821,stt:t4436,Q8Z170
map01120,K02822,sty:STY4740,Q8Z171
map01120,K02822,stt:t4435,Q8Z171
map01120,K03077,sty:STY4744,Q8Z167
map01120,K03077,stt:t4439,Q8Z167
map01120,K03078,sty:STY4742,Q8Z169
map01120,K03078,stt:t4437,Q8Z169
map01120,K03079,sty:STY4743,Q8Z168
map01120,K03079,stt:t4438,Q8Z168
map01120,K03186,sty:STY2586,P0A246
map01120,K03186,stt:t0508,P0A246
map01120,K03385,sty:STY4475,Q8Z1Q9
map01120,K03385,stt:t4183,Q8Z1Q9
map01120,K03430,sty:STY0470,Q8Z8W6
map01120,K03430,stt:t2432,Q8Z8W6
map01120,K03475,sty:STY4739,Q8Z172
map01120,K03475,stt:t4434,Q8Z172
map01120,K03476,sty:STY4738,Q8XG87
map01120,K03476,stt:t4433,Q8XG87
map01120,K03533,sty:STY3957,Q8Z2M3
map01120,K03533,stt:t3697,Q8Z2M3
map01120,K03841,sty:STY4774,Q8Z146
map01120,K03841,stt:t4469,Q8Z146
map01120,K05306,sty:STY0471,Q8Z8W5
map01120,K05306,stt:t2431,Q8Z8W5
map01120,K07127,sty:STY1129,Q8Z7Q6
map01120,K07127,stt:t1822,Q8Z7Q6
map01120,K07404,sty:STY0818,Q8Z8A2
map01120,K07404,stt:t2102,Q8Z8A2
map01120,K07811,sty:STY3956,Q8Z2M4
map01120,K07811,stt:t3696,Q8Z2M4
map01120,K08353,sty:STY2270,P0A1I2
map01120,K08353,stt:t0810,P0A1I2
map01120,K09251,sty:STY3396,Q8Z3L9
map01120,K09251,stt:t3138,Q8Z3L9
map01120,K12660,sty:STY2519,Q8Z549
map01120,K12660,stt:t0574,Q8Z549
map01120,K12661,sty:STY2521,Q8Z548
map01120,K12661,stt:t0572,Q8Z548
map01120,K12972,sty:STY1172,Q8Z7M6
map01120,K12972,stt:t1785,Q8Z7M6
map01120,K15633,sty:STY4091,Q8Z2F0
map01120,K15633,stt:t3815,Q8Z2F0
map01120,K15634,sty:STY4932,Q8Z0T4
map01120,K15634,stt:t4624,Q8Z0T4
map01120,K15737,sty:STY2909,Q8Z4G0
map01120,K15737,stt:t2684,Q8Z4G0
map01120,K20509,sty:STY0063,Q8Z9M6
map01120,K20509,sty:STY3531,Q8Z3E5
map01120,K20509,stt:t0056,Q8Z9M6
map01120,K20509,stt:t3266,Q8Z3E5
map01200,K00024,sty:STY3539,Q8Z3E0
map01200,K00024,stt:t3274,Q8Z3E0
map01200,K00027,sty:STY1494,Q8Z728
map01200,K00027,stt:t1481,Q8Z728
map01200,K00134,sty:STY1825,P0A1P1
map01200,K00134,stt:t1169,P0A1P1
map01200,K00241,sty:STY0775,P63726
map01200,K00241,stt:t2144,P63726
map01200,K00246,sty:STY4701,P67639
map01200,K00246,stt:t4393,P67639
map01200,K00247,sty:STY4700,P67646
map01200,K00247,stt:t4392,P67646
map01200,K00281,sty:STY3209,Q8Z3X0
map01200,K00281,stt:t2971,Q8Z3X0
map01200,K00600,sty:STY2802,P0A2E2
map01200,K00600,sty:STY3764,Q8Z2Z9
map01200,K00600,stt:t0301,P0A2E2
map01200,K00600,stt:t3514,Q8Z2Z9
map01200,K00605,sty:STY3211,P64223
map01200,K00605,stt:t2973,P64223
map01200,K00616,sty:STY0007,P66956
map01200,K00616,sty:STY2710,Q8Z4T0
map01200,K00616,stt:t0007,P66956
map01200,K00616,stt:t0386,Q8Z4T0
map01200,K00831,sty:STY0977,P62677
map01200,K00831,stt:t1957,P62677
map01200,K00845,sty:STY2644,P58618
map01200,K00845,stt:t0454,P58618
map01200,K00850,sty:STY3809,P65693
map01200,K00850,stt:t3557,P65693
map01200,K00873,sty:STY1744,Q8Z6K2
map01200,K00873,stt:t1246,Q8Z6K2
map01200,K00925,sty:STY2567,P63412
map01200,K00925,stt:t0527,P63412
map01200,K00927,sty:STY3227,P65703
map01200,K00927,stt:t2988,P65703
map01200,K00948,sty:STY1906,P0A1V7
map01200,K00948,stt:t1096,P0A1V7
map01200,K01491,sty:STY0588,Q60006
map01200,K01491,stt:t2321,Q60006
map01200,K01595,sty:STY3754,Q8Z307
map01200,K01595,stt:t3505,Q8Z307
map01200,K01610,sty:STY4296,Q8Z216
map01200,K01610,stt:t4006,Q8Z216
map01200,K01679,sty:STY1653,Q8Z6R6
map01200,K01679,stt:t1337,Q8Z6R6
map01200,K01689,sty:STY3081,P64077
map01200,K01689,stt:t2853,P64077
map01200,K01720,sty:STY0402,Q8Z903
map01200,K01720,stt:t2494,Q8Z903
map01200,K01738,sty:STY2666,P0A1E4
map01200,K01738,stt:t0427,P0A1E4
map01200,K01782,sty:STY2620,Q8Z4Z0
map01200,K01782,stt:t0476,Q8Z4Z0
map01200,K01783,sty:STY3790,Q8Z2Y1
map01200,K01783,stt:t3538,Q8Z2Y1
map01200,K01803,sty:STY3789,Q8Z2Y2
map01200,K01803,stt:t3537,Q8Z2Y2
map01200,K01807,sty:STY3219,P66693
map01200,K01807,stt:t2981,P66693
map01200,K01810,sty:STY4417,Q8Z1U7
map01200,K01810,stt:t4127,Q8Z1U7
map01200,K01825,sty:STY3577,Q8Z3C6
map01200,K01825,stt:t3315,Q8Z3C6
map01200,K01834,sty:STY0804,Q8Z8B2
map01200,K01834,stt:t2115,Q8Z8B2
map01200,K01895,sty:STY4473,Q8Z1R0
map01200,K01895,stt:t4181,Q8Z1R0
map01200,K01903,sty:STY0781,P66870
map01200,K01903,stt:t2138,P66870
map01200,K01962,sty:STY0255,P0A1C4
map01200,K01962,stt:t0233,P0A1C4
map01200,K01963,sty:STY2597,Q8XFJ5
map01200,K01963,stt:t0498,Q8XFJ5
map01200,K02437,sty:STY3210,P0A6U1
map01200,K02437,stt:t2972,P0A6U1
map01200,K03841,sty:STY4774,Q8Z146
map01200,K03841,stt:t4469,Q8Z146
map01200,K07404,sty:STY0818,Q8Z8A2
map01200,K07404,stt:t2102,Q8Z8A2
map01200,K15633,sty:STY4091,Q8Z2F0
map01200,K15633,stt:t3815,Q8Z2F0
map01200,K15634,sty:STY4932,Q8Z0T4
map01200,K15634,stt:t4624,Q8Z0T4
map01212,K00059,sty:STY1234,P0A2D0
map01212,K00059,stt:t1725,P0A2D0
map01212,K00632,sty:STY2621,Q8Z4Y9
map01212,K00632,sty:STY3578,P0A2H8
map01212,K00632,stt:t0475,Q8Z4Y9
map01212,K00632,stt:t3316,P0A2H8
map01212,K00648,sty:STY1232,Q8Z7J6
map01212,K00648,stt:t1727,Q8Z7J6
map01212,K01716,sty:STY1088,P64106
map01212,K01716,stt:t1853,P64106
map01212,K01782,sty:STY2620,Q8Z4Z0
map01212,K01782,stt:t0476,Q8Z4Z0
map01212,K01825,sty:STY3577,Q8Z3C6
map01212,K01825,stt:t3315,Q8Z3C6
map01212,K01897,sty:STY1948,P63522
map01212,K01897,stt:t1059,P63522
map01212,K01962,sty:STY0255,P0A1C4
map01212,K01962,stt:t0233,P0A1C4
map01212,K01963,sty:STY2597,Q8XFJ5
map01212,K01963,stt:t0498,Q8XFJ5
map01212,K02372,sty:STY0250,P0A1I0
map01212,K02372,stt:t0228,P0A1I0
map01212,K06445,sty:STY0354,Q8Z937
map01212,K06445,stt:t2541,Q8Z937
map00500,K00694,sty:STY4181,Q8Z291
map00500,K00694,stt:t3898,Q8Z291
map00500,K00697,sty:STY2137,P0A1Q1
map00500,K00697,stt:t0949,P0A1Q1
map00500,K00700,sty:STY4272,Q8Z235
map00500,K00700,stt:t3982,Q8Z235
map00500,K00703,sty:STY4275,Q8Z232
map00500,K00703,stt:t3985,Q8Z232
map00500,K00845,sty:STY2644,P58618
map00500,K00845,stt:t0454,P58618
map00500,K00963,sty:STY2308,P0A2K8
map00500,K00963,stt:t0774,P0A2K8
map00500,K00975,sty:STY4274,Q8Z233
map00500,K00975,stt:t3984,Q8Z233
map00500,K00978,sty:STY2302,Q8Z5I4
map00500,K00978,stt:t0780,Q8Z5I4
map00500,K01194,sty:STY4200,Q8Z277
map00500,K01194,stt:t3914,Q8Z277
map00500,K01810,sty:STY4417,Q8Z1U7
map00500,K01810,stt:t4127,Q8Z1U7
map00500,K02438,sty:STY4273,Q8Z234
map00500,K02438,stt:t3983,Q8Z234
map00500,K02777,sty:STY2670,P0A284
map00500,K02777,stt:t0424,P0A284
map00520,K00075,sty:STY3742,Q8Z316
map00520,K00075,stt:t3489,Q8Z316
map00520,K00790,sty:STY3486,P65455
map00520,K00790,stt:t3224,P65455
map00520,K00820,sty:STY3917,Q8Z2Q2
map00520,K00820,stt:t3658,Q8Z2Q2
map00520,K00845,sty:STY2644,P58618
map00520,K00845,stt:t0454,P58618
map00520,K00849,sty:STY0807,Q8Z8B0
map00520,K00849,stt:t2113,Q8Z8B0
map00520,K00885,sty:STY3516,Q8Z3F1
map00520,K00885,stt:t3253,Q8Z3F1
map00520,K00963,sty:STY2308,P0A2K8
map00520,K00963,stt:t0774,P0A2K8
map00520,K00975,sty:STY4274,Q8Z233
map00520,K00975,stt:t3984,Q8Z233
map00520,K00978,sty:STY2302,Q8Z5I4
map00520,K00978,stt:t0780,Q8Z5I4
map00520,K01207,sty:STY1249,Q8Z7I6
map00520,K01207,stt:t1711,Q8Z7I6
map00520,K01784,sty:STY0809,Q56093
map00520,K01784,stt:t2111,Q56093
map00520,K01788,sty:STY1166,P60668
map00520,K01788,stt:t1791,P60668
map00520,K01791,sty:STY3635,Q8Z388
map00520,K01791,stt:t3377,Q8Z388
map00520,K01810,sty:STY4417,Q8Z1U7
map00520,K01810,stt:t4127,Q8Z1U7
map00520,K02564,sty:STY0722,Q8Z8G0
map00520,K02564,stt:t2191,Q8Z8G0
map00520,K02777,sty:STY2670,P0A284
map00520,K02777,stt:t0424,P0A284
map00520,K03431,sty:STY3472,Q8XF81
map00520,K03431,stt:t3211,Q8XF81
map00520,K04042,sty:STY3916,Q8Z2Q3
map00520,K04042,stt:t3657,Q8Z2Q3
map00520,K07106,sty:STY2817,Q8Z4L2
map00520,K07106,stt:t0286,Q8Z4L2
map00520,K09001,sty:STY1676,Q8Z6Q0
map00520,K09001,stt:t1314,Q8Z6Q0
map00520,K28207,sty:STY1260,Q8Z7H9
map00520,K28207,stt:t1700,Q8Z7H9
map00270,K00024,sty:STY3539,Q8Z3E0
map00270,K00024,stt:t3274,Q8Z3E0
map00270,K00133,sty:STY4271,P0A1F9
map00270,K00133,stt:t3981,P0A1F9
map00270,K00549,sty:STY3594,Q8Z3B6
map00270,K00549,stt:t3332,Q8Z3B6
map00270,K00651,sty:STY4400,Q8Z1W1
map00270,K00651,stt:t4110,Q8Z1W1
map00270,K00789,sty:STY3243,P66765
map00270,K00789,stt:t3002,P66765
map00270,K00797,sty:STY0188,Q8Z9E2
map00270,K00797,stt:t0171,Q8Z9E2
map00270,K00813,sty:STY1000,Q56114
map00270,K00813,stt:t1936,Q56114
map00270,K00826,sty:STY3654,P0A1A6
map00270,K00826,stt:t3395,P0A1A6
map00270,K00831,sty:STY0977,P62677
map00270,K00831,stt:t1957,P62677
map00270,K00872,sty:STY0003,P65227
map00270,K00872,stt:t0003,P65227
map00270,K01243,sty:STY0229,P60216
map00270,K01243,stt:t0208,P60216
map00270,K01611,sty:STY0187,Q8Z9E3
map00270,K01611,stt:t0170,Q8Z9E3
map00270,K01738,sty:STY2666,P0A1E4
map00270,K01738,stt:t0427,P0A1E4
map00270,K01919,sty:STY2944,Q8Z4D6
map00270,K01919,stt:t2715,Q8Z4D6
map00270,K01920,sty:STY3248,P58581
map00270,K01920,stt:t3007,P58581
map00270,K05396,sty:STY2161,Q8Z5S9
map00270,K05396,stt:t0923,Q8Z5S9
map00270,K07173,sty:STY2943,Q8Z4D7
map00270,K07173,stt:t2714,Q8Z4D7
map00290,K00052,sty:STY0131,Q8Z9I1
map00290,K00052,stt:t0116,Q8Z9I1
map00290,K00053,sty:STY3648,Q8Z381
map00290,K00053,stt:t3389,Q8Z381
map00290,K00826,sty:STY3654,P0A1A6
map00290,K00826,stt:t3395,P0A1A6
map00290,K01649,sty:STY0132,Q8Z9I0
map00290,K01649,stt:t0117,Q8Z9I0
map00290,K01687,sty:STY3653,Q8Z377
map00290,K01687,stt:t3394,Q8Z377
map00290,K01703,sty:STY0130,Q8Z9I2
map00290,K01703,stt:t0115,Q8Z9I2
map00290,K01704,sty:STY0129,Q8Z9I3
map00290,K01704,stt:t0114,Q8Z9I3
map00770,K00053,sty:STY3648,Q8Z381
map00770,K00053,stt:t3389,Q8Z381
map00770,K00077,sty:STY0473,Q8Z8W3
map00770,K00077,stt:t2430,Q8Z8W3
map00770,K00606,sty:STY0200,Q8Z9D2
map00770,K00606,stt:t0183,Q8Z9D2
map00770,K00826,sty:STY3654,P0A1A6
map00770,K00826,stt:t3395,P0A1A6
map00770,K00859,sty:STY0162,P63829
map00770,K00859,stt:t0146,P63829
map00770,K00867,sty:STY3740,Q8Z318
map00770,K00867,stt:t3487,Q8Z318
map00770,K00954,sty:STY4069,Q8Z2H1
map00770,K00954,stt:t3793,Q8Z2H1
map00770,K00997,sty:STY2823,P63467
map00770,K00997,stt:t0280,P63467
map00770,K01579,sty:STY0198,P65663
map00770,K01579,stt:t0181,P65663
map00770,K01687,sty:STY3653,Q8Z377
map00770,K01687,stt:t3394,Q8Z377
map00770,K01918,sty:STY0199,Q8Z9D3
map00770,K01918,stt:t0182,Q8Z9D3
map00770,K06133,sty:STY4228,Q8Z259
map00770,K06133,stt:t3939,Q8Z259
map00770,K08682,sty:STY0441,Q8XEZ8
map00770,K08682,stt:t2460,Q8XEZ8
map00770,K17722,sty:STY2416,Q8Z5A6
map00770,K17722,stt:t0669,Q8Z5A6
map01210,K00052,sty:STY0131,Q8Z9I1
map01210,K00052,stt:t0116,Q8Z9I1
map01210,K00053,sty:STY3648,Q8Z381
map01210,K00053,stt:t3389,Q8Z381
map01210,K00133,sty:STY4271,P0A1F9
map01210,K00133,stt:t3981,P0A1F9
map01210,K00145,sty:STY3752,Q8Z309
map01210,K00145,stt:t3503,Q8Z309
map01210,K00813,sty:STY1000,Q56114
map01210,K00813,stt:t1936,Q56114
map01210,K00821,sty:STY4328,Q8Z1Z3
map01210,K00821,stt:t4037,Q8Z1Z3
map01210,K00826,sty:STY3654,P0A1A6
map01210,K00826,stt:t3395,P0A1A6
map01210,K00930,sty:STY3751,P63558
map01210,K00930,stt:t3502,P63558
map01210,K01438,sty:STY3753,Q8Z308
map01210,K01438,stt:t3504,Q8Z308
map01210,K01649,sty:STY0132,Q8Z9I0
map01210,K01649,stt:t0117,Q8Z9I0
map01210,K01687,sty:STY3653,Q8Z377
map01210,K01687,stt:t3394,Q8Z377
map01210,K01703,sty:STY0130,Q8Z9I2
map01210,K01703,stt:t0115,Q8Z9I2
map01210,K01704,sty:STY0129,Q8Z9I3
map01210,K01704,stt:t0114,Q8Z9I3
map01210,K14682,sty:STY3130,Q8Z421
map01210,K14682,stt:t2900,Q8Z421
map01240,K00059,sty:STY1234,P0A2D0
map01240,K00059,stt:t1725,P0A2D0
map01240,K00077,sty:STY0473,Q8Z8W3
map01240,K00077,stt:t2430,Q8Z8W3
map01240,K00097,sty:STY0106,P58715
map01240,K00097,stt:t0094,P58715
map01240,K00228,sty:STY2688,Q8Z4U8
map01240,K00228,stt:t0407,Q8Z4U8
map01240,K00254,sty:STY1079,Q8Z7S9
map01240,K00254,stt:t1862,Q8Z7S9
map01240,K00275,sty:STY1674,Q8Z6Q2
map01240,K00275,stt:t1316,Q8Z6Q2
map01240,K00278,sty:STY2834,Q8Z4K0
map01240,K00278,stt:t0269,Q8Z4K0
map01240,K00568,sty:STY2505,Q8Z560
map01240,K00568,stt:t0588,Q8Z560
map01240,K00600,sty:STY2802,P0A2E2
map01240,K00600,sty:STY3764,Q8Z2Z9
map01240,K00600,stt:t0301,P0A2E2
map01240,K00600,stt:t3514,Q8Z2Z9
map01240,K00606,sty:STY0200,Q8Z9D2
map01240,K00606,stt:t0183,Q8Z9D2
map01240,K00609,sty:STY4800,P0A1Z5
map01240,K00609,stt:t4495,P0A1Z5
map01240,K00610,sty:STY4799,Q8Z130
map01240,K00610,stt:t4494,Q8Z130
map01240,K00652,sty:STY0828,Q8Z892
map01240,K00652,stt:t2092,Q8Z892
map01240,K00762,sty:STY4061,Q8Z2H5
map01240,K00762,stt:t3785,Q8Z2H5
map01240,K00763,sty:STY1010,Q8Z7Y9
map01240,K00763,stt:t1930,Q8Z7Y9
map01240,K00768,sty:STY2219,Q8Z5N9
map01240,K00768,stt:t0858,Q8Z5N9
map01240,K00788,sty:STY3722,Q8Z325
map01240,K00788,stt:t3468,Q8Z325
map01240,K00789,sty:STY3243,P66765
map01240,K00789,stt:t3002,P66765
map01240,K00794,sty:STY0456,P66039
map01240,K00794,stt:t2446,P66039
map01240,K00826,sty:STY3654,P0A1A6
map01240,K00826,stt:t3395,P0A1A6
map01240,K00831,sty:STY0977,P62677
map01240,K00831,stt:t1957,P62677
map01240,K00858,sty:STY2869,P65775
map01240,K00858,stt:t2637,P65775
map01240,K00859,sty:STY0162,P63829
map01240,K00859,stt:t0146,P63829
map01240,K00867,sty:STY3740,Q8Z318
map01240,K00867,stt:t3487,Q8Z318
map01240,K00868,sty:STY1672,Q8Z6Q3
map01240,K00868,sty:STY2672,Q8Z4W1
map01240,K00868,stt:t0423,Q8Z4W1
map01240,K00868,stt:t1318,Q8Z6Q3
map01240,K00878,sty:STY2376,Q8Z5C8
map01240,K00878,stt:t0709,Q8Z5C8
map01240,K00939,sty:STY0532,P0A1V5
map01240,K00939,stt:t2372,P0A1V5
map01240,K00940,sty:STY2771,P65535
map01240,K00940,stt:t0330,P65535
map01240,K00954,sty:STY4069,Q8Z2H1
map01240,K00954,stt:t3793,Q8Z2H1
map01240,K00963,sty:STY2308,P0A2K8
map01240,K00963,stt:t0774,P0A2K8
map01240,K00969,sty:STY0696,Q8Z8H7
map01240,K00969,stt:t2222,Q8Z8H7
map01240,K01012,sty:STY0827,Q8Z893
map01240,K01012,stt:t2093,Q8Z893
map01240,K01465,sty:STY1201,Q8Z7L2
map01240,K01465,stt:t1757,Q8Z7L2
map01240,K01491,sty:STY0588,Q60006
map01240,K01491,stt:t2321,Q60006
map01240,K01495,sty:STY2427,P64210
map01240,K01495,stt:t0662,P64210
map01240,K01497,sty:STY1340,P66031
map01240,K01497,stt:t1624,P66031
map01240,K01579,sty:STY0198,P65663
map01240,K01579,stt:t0181,P65663
map01240,K01591,sty:STY1344,P58643
map01240,K01591,stt:t1620,P58643
map01240,K01599,sty:STY3718,Q8Z329
map01240,K01599,stt:t3464,Q8Z329
map01240,K01749,sty:STY3621,P0A1Q9
map01240,K01749,stt:t3359,P0A1Q9
